Random waveform, supplied seed
Total number of intervals = 164 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953)
Average QPS expected = 49561
Timestamp start: 1715794183537
Timestamp end: 1715795004449

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      409.5  1189.1    80.4   133.4   159.9   302.9   348.7   375.7   397.1   424.7   467.6   565.6  3023.1 20246.8 37088.1   7432.8     7434
read      418.7   890.7    68.9   128.4   149.3   327.6   414.3   469.6   511.3   561.2   626.4   745.2  1638.9 11392.6 32271.5  67094.2    67201
read      419.2   543.7    68.9   136.9   162.3   344.8   430.4   484.9   528.3   584.3   667.1   834.6  1790.9  7108.3 26641.2  86018.2    85927
read      361.7   332.6    68.9   127.7   147.0   315.7   400.2   452.5   492.5   539.7   600.0   699.0  1147.5  3111.0 12493.1  63952.6    63953
read      365.9   488.0    68.9   122.9   141.2   318.8   400.3   451.8   491.8   536.4   589.9   683.6  1193.7  5038.1 30628.3  31478.6    31595
read      393.2   401.9    68.9   136.9   161.1   336.2   421.2   472.9   515.1   568.1   638.9   773.3  1465.3  4248.7 10135.8  87852.0    87879
read      489.7  1588.3    74.4   131.7   159.4   308.8   359.1   387.8   409.7   440.1   490.1   620.4  5449.3 30882.1 36644.8   7353.2     7287
read      454.5   604.5    68.9   124.9   145.1   306.2   403.2   478.4   546.5   655.0   956.8  1468.8  2035.5  5402.8 20104.2  62063.2    62295
read      395.4   949.2    74.4   137.5   167.4   303.0   344.9   369.9   389.8   414.6   452.2   541.6  3015.3 10946.8 31918.7   6524.2     6561
read      429.2   806.4    74.4   122.5   141.0   322.1   421.6   485.2   534.2   600.3   702.8   872.4  1952.0  9254.3 31269.0  22504.8    22532
read      401.1   501.5    68.9   129.8   150.1   327.6   417.6   473.6   517.5   571.0   643.2   813.9  1745.8  5782.0 16227.5  60496.0    60653
read      388.6   517.4    68.9   128.1   148.1   327.7   415.3   469.3   510.3   560.7   626.8   741.1  1488.9  6596.3 28436.7  59028.2    59076
read      365.8   293.7    74.4   129.2   149.2   326.0   411.3   462.5   501.1   545.7   605.4   699.1  1087.0  2550.1  9613.1  60110.8    60154
read      399.0   402.6    68.9   119.7   138.5   325.7   433.9   506.2   563.1   636.3   732.2   864.8  1276.2  4811.3 10978.6  22923.4    22964
read      434.3  1190.0    74.4   132.1   160.2   331.6   392.8   427.3   454.4   487.8   531.7   618.7  2815.3 24180.1 37207.0   8228.2     8172
read      353.9   409.1    68.9   116.9   134.1   305.6   394.1   445.8   484.2   527.0   580.0   686.2  1141.9  3722.3 13559.6  27507.8    27652
read      343.2   262.0    68.9   118.7   136.6   307.4   388.4   436.9   477.5   521.6   573.8   654.8  1028.6  2340.5  8484.1  37642.0    37594
read      414.9   720.1    74.4   124.0   142.4   324.3   425.3   490.7   536.8   595.3   696.3   871.1  1455.5 10150.6 32093.8  24431.6    24367
