Random waveform, supplied seed
Total number of intervals = 446 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227, 37496, 83925, 51037, 33690, 51474, 73708, 98618, 81977, 91567, 48236, 91726, 52458, 70467, 71151, 65016, 42057, 78821, 60720, 39911, 10628, 73736, 7334, 91868, 76670, 10405, 26019, 55530, 29615, 66057, 55281, 21177, 88239, 70227, 23421, 97104, 6235, 58045, 23729, 40897, 53312, 87262, 81836, 92274, 47252, 75747, 80994, 98224, 7737, 37514, 10640, 90490, 92514, 89245, 73823, 46565, 21419, 66915, 31667, 72255, 99535, 9226, 67844, 71413, 97328, 55113, 53743, 15253, 90605, 25767, 93458, 95080, 88399, 95681, 33003, 98809, 64610, 51183, 20194, 7602, 46677, 5577, 23035, 57516, 62851, 38431, 25729, 19443, 19461, 42341, 5691, 40223, 29941, 41162, 43863, 20318, 93421, 48578, 40595, 17677, 78948, 9703, 9686, 7968, 15830, 8192, 79410, 76582, 54634, 72177, 15101, 8167, 44130, 53047, 97171, 81360, 77277, 38294, 11165, 74155, 12255, 52404, 17057, 6005, 85707, 79742, 58322, 26212, 69487, 29507, 51412, 67374, 55125, 53048, 12192, 36138, 60799, 36368, 39729, 95693, 40999, 65037, 12633, 50117, 62765, 12379, 49369, 39111, 52692, 24539, 61591, 47864, 16479, 75268, 8714, 13002, 77147, 43518, 27206, 55859, 37448, 45026, 99974, 64632, 49061, 80418, 16471, 35694, 13935, 79838, 48842, 17708, 31401, 62091, 87121, 81929, 42013, 90709, 67578, 58116, 68886, 93119, 95079, 77456, 15723, 9867, 8176, 89745, 11058, 81413, 21659, 27181, 17420, 23028, 33694, 32735, 57645, 45216, 57659, 85443, 14390, 31520, 67089, 16537, 18930, 46784, 93102, 89799, 66551, 93104, 43768, 54006, 64618, 86482, 77459, 61365, 52346, 87286, 17384, 98165, 63330, 5866, 37693, 75360, 34753, 59823, 68266, 39383, 65072, 33192, 51847, 62362, 84073, 64213, 27059, 54703, 98366, 29565, 75000, 62235, 47788, 68928, 36478, 76067, 47020, 81656, 16396, 21661, 50156, 54102, 65670, 17584, 30347, 21534, 10216, 80544, 45508, 21591, 15435, 14502, 16369, 42077, 38334, 17694, 75056, 53845, 13319)
Average QPS expected = 50126
Timestamp start: 1715813020493
Timestamp end: 1715813801903

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      359.8   510.5    86.8   150.5   177.4   311.8   356.8   383.7   403.8   429.4   466.7   544.9  1652.7  6366.2 18584.9   7310.3     7434
read      358.4   303.5    68.9   127.1   146.1   319.7   404.5   454.1   492.7   538.2   593.7   678.3   962.6  3535.5  8324.6  66944.0    67201
read      394.4   464.2    68.9   136.0   159.4   337.9   420.3   470.1   510.5   562.9   634.0   744.4  1325.4  5019.6 12598.0  85655.4    85927
read      380.3   389.2    74.4   130.2   150.6   335.8   426.4   480.3   522.4   570.2   627.5   719.9  1058.3  4579.6 13626.3  63924.6    63953
read      368.3   487.5    68.9   121.1   139.3   314.4   409.2   465.7   506.5   548.3   596.9   670.9  1052.0  8093.9 12728.6  31801.1    31595
read      382.6   351.0    74.4   135.6   158.5   334.9   418.4   469.8   509.2   559.3   629.9   743.6  1203.3  3838.2 10378.2  87939.4    87879
read      432.0  1185.2    86.8   152.9   181.8   324.4   370.4   397.6   418.1   442.1   478.1   563.3  3635.3 20807.3 32445.3   7211.4     7287
read      424.2   664.9    68.9   128.3   148.7   329.1   421.6   480.7   526.2   582.7   662.5   878.8  1995.7  8569.4 29155.5  62058.9    62295
read      509.0  1849.2    86.8   155.3   184.2   323.3   366.9   392.2   411.0   435.8   478.7   577.4  4344.3 32071.3 47113.6   6539.4     6561
read      457.4   840.8    74.4   126.9   147.1   356.9   471.7   535.2   581.1   646.3   745.6   907.7  1882.8  9630.2 35889.1  22365.7    22532
read      392.5   312.3    68.9   128.3   149.0   331.4   425.7   484.5   528.2   580.0   646.0   777.5  1727.6  2971.3  5627.3  60589.7    60653
read      375.7   253.9    68.9   130.6   151.3   345.9   433.7   486.4   525.1   570.0   627.1   717.2   981.5  1757.7  8474.4  59402.9    59076
read      368.3   455.3    68.9   126.1   145.8   326.8   408.1   458.6   497.8   544.7   602.3   689.5   972.1  4332.8 11860.3  60328.6    60154
read      381.1   354.8    68.9   121.6   141.2   336.8   439.1   498.1   536.5   583.1   650.3   771.9  1094.3  2352.6  7933.7  23113.1    22964
read      363.0   534.5    80.4   148.4   176.8   330.6   384.9   414.4   435.1   464.1   502.1   562.6   932.9  5927.0 29654.6   8073.1     8172
read      375.3   260.5    74.4   124.8   144.5   333.5   433.6   494.3   534.0   575.2   626.8   725.8  1117.0  2030.9  8254.0  27564.0    27652
read      365.4   290.5    74.4   124.1   143.4   327.5   418.0   473.8   514.4   560.6   613.6   690.6  1016.7  2292.6 10630.5  37369.7    37594
read      366.3   389.0    68.9   121.2   139.5   320.7   417.1   468.1   501.3   537.8   581.5   656.3  1276.7  4038.5 13655.6  24480.0    24367
read      334.1   266.6    68.9   117.1   134.8   297.0   388.9   440.9   481.6   523.9   570.3   633.8   781.7  2342.1 10398.7  33908.0    33771
read      334.3   195.0    68.9   124.6   144.2   304.4   380.0   426.3   462.8   507.1   566.0   649.6   817.8  1522.9  4949.7  84756.0    84944
read      418.4   745.0    74.4   135.9   160.3   344.8   428.8   480.0   522.2   577.0   651.4   780.9  1452.9  8592.4 35441.5  85658.3    85666
read      388.9   399.1    74.4   130.2   150.7   341.1   433.5   492.4   536.5   585.4   642.9   733.8  1097.2  4962.8 14953.4  52000.0    51918
read      386.5   519.8    68.9   127.5   146.8   340.8   431.5   487.3   527.6   572.5   623.7   698.2  1066.6  7829.2 29210.1  34446.9    34406
read      347.9   287.3    68.9   119.2   137.8   312.2   403.9   457.7   495.6   534.5   580.1   649.2   935.5  1623.6 11598.9  28759.4    28664
read      358.8   407.1    68.9   121.0   139.8   318.7   398.9   448.2   487.1   532.1   585.8   667.0  1034.4  4619.8 13018.9  38289.7    38289
read      399.5   497.5    74.4   121.9   141.8   338.2   439.2   500.5   543.5   600.4   682.4   818.6  1396.3  4765.2 29400.2  20805.1    20658
