#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      352.1   511.4   160.7   220.2   239.9   317.1   344.1   361.0   372.3   388.1   405.6   440.0   646.1  8147.9 20120.3   4989.2     5000  1714412255434  1714412260878
read      374.1   341.1   160.7   206.3   221.2   358.3   414.0   439.3   456.7   474.9   498.7   533.9   626.7  4039.3 17139.6   9992.6    10000  1714412262383  1714412267759
read      391.3   282.8   148.8   205.4   220.4   369.4   448.7   485.4   508.8   535.7   567.6   612.7   702.0  3499.2 12250.2  14957.3    15000  1714412269262  1714412274585
read      400.9   264.8   148.8   202.0   218.0   369.7   458.3   504.2   535.5   570.9   612.7   668.3   779.2  2025.4 12730.5  19937.4    20000  1714412276088  1714412281411
read      416.7   243.3   148.8   203.9   220.8   381.0   470.5   523.4   560.5   604.8   655.2   722.6   848.4  1963.2  8211.6  25109.8    25000  1714412282913  1714412288238
read      429.2   269.4   148.8   203.4   220.6   392.5   483.3   537.6   578.9   626.8   683.2   757.4   894.6  1957.4 12186.5  30098.6    30000  1714412289741  1714412295068
read      432.2   244.1   148.8   201.2   219.3   397.4   486.2   542.5   587.0   638.5   699.5   778.4   919.9  1360.2  9682.6  35012.0    35000  1714412296571  1714412301865
read      437.7   291.7   148.8   203.8   221.4   403.9   492.4   545.1   588.8   641.0   705.3   786.2   931.8  1612.3 11378.9  39860.0    40000  1714412303369  1714412308667
read      445.8   259.6   148.8   203.4   222.2   409.9   502.6   558.1   601.8   655.0   723.5   809.4   992.3  1430.9  9640.7  44900.0    45000  1714412310172  1714412315470
read      453.8   259.3   148.8   206.0   226.1   417.4   513.0   569.5   613.0   665.5   731.9   826.5  1001.8  1412.6  9652.7  49904.4    50000  1714412316974  1714412322280
read      443.4   231.5   148.8   204.8   224.5   405.5   500.9   553.2   594.4   646.9   717.6   815.7   993.1  1327.7  7804.8  54858.4    55000  1714412323783  1714412329080
read      443.6   263.4   148.8   205.3   224.9   404.2   498.3   552.5   594.3   643.7   711.7   806.2   990.6  1391.7  9498.9  59901.6    60000  1714412330583  1714412335907
read      443.3   213.6   148.8   208.7   229.6   408.0   498.8   551.8   592.1   640.1   707.0   803.8   969.5  1248.3  6221.7  65002.6    65000  1714412337411  1714412342707
read      449.9   266.2   148.8   208.9   231.5   410.3   500.2   554.3   597.7   649.9   716.2   814.0  1011.2  1343.4  9745.6  70033.0    70000  1714412344211  1714412349506
read      453.4   236.8   148.8   218.4   243.3   418.6   509.2   562.7   601.9   647.8   706.1   791.4   954.2  1225.5  9527.3  74843.3    75000  1714412351008  1714412356313
read      507.0   292.8   148.8   230.1   263.5   464.9   558.2   611.5   653.8   712.5   795.6   947.5  1186.0  1546.7 10254.8  79946.4    80000  1714412357816  1714412363119
read      747.3   434.1   148.8   430.7   483.9   629.8   743.3   978.3  1055.7  1116.0  1175.0  1263.8  1427.6  2484.1 15708.4  82917.4    85000  1714412364623  1714412369918
read      756.1   376.1   160.7   466.5   494.5   629.2   793.6   997.4  1055.3  1109.4  1171.4  1257.2  1388.7  2610.9 14001.3  85344.8    90000  1714412371421  1714412376721
read      792.1   409.1   160.7   498.6   527.9   657.3   764.2  1042.1  1114.5  1175.2  1240.5  1322.1  1464.9  3370.2 15860.5  82759.4    95000  1714412378224  1714412383525
read      833.0   432.8   160.7   535.8   566.5   693.6   781.5  1073.3  1177.6  1246.4  1317.2  1401.1  1550.4  3860.5 15755.9  79021.0   100000  1714412385028  1714412390341
read      729.8   370.5   148.8   416.5   445.7   640.0   830.3   913.7   963.1  1016.1  1089.6  1237.7  1524.4  3250.9 11757.9  88997.0   105000  1714412391844  1714412397143
read      807.1   390.9   173.5   525.0   555.3   666.8   745.8  1084.5  1156.8  1213.8  1264.1  1339.3  1470.7  3076.6 15130.8  81379.6   110000  1714412398646  1714412403949
read      796.6   424.1   160.7   511.4   537.4   655.7   750.9  1067.6  1133.5  1186.2  1242.5  1315.1  1453.1  3812.7 15848.2  82408.4   115000  1714412405452  1714412410750
read      807.6   422.0   160.7   523.7   553.3   664.2   744.9  1083.2  1152.0  1209.5  1262.5  1337.2  1466.7  4363.6 15932.3  81531.6   120000  1714412412254  1714412417555
read      803.6   438.9   187.4   509.5   536.8   664.8   760.0  1058.5  1136.8  1201.0  1260.3  1339.6  1472.6  4075.6 16724.1  81958.4   125000  1714412419058  1714412424377
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.65%,59.09%,100.00%
