#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      351.2   354.1   173.5   224.3   245.2   325.7   353.8   369.6   381.6   395.9   415.0   448.6   656.7  5979.1 13429.2   5006.2     5000  1714411535051  1714411540470
read      378.5   319.8   160.7   208.7   223.7   361.7   419.4   444.7   461.3   480.2   503.6   539.6   636.1  4907.2 15672.4   9984.0    10000  1714411541976  1714411547369
read      397.7   275.2   148.8   205.6   221.6   380.6   457.0   493.3   518.3   546.2   581.4   630.3   731.4  2000.8 12379.4  15121.4    15000  1714411548871  1714411554195
read      411.3   241.0   148.8   205.7   222.0   380.7   471.8   519.5   549.7   586.2   626.9   681.7   795.7  2356.5  7739.7  19975.2    20000  1714411555697  1714411561015
read      422.5   255.1   148.8   208.0   226.0   384.9   476.8   530.0   568.5   612.0   661.4   726.9   852.0  1967.3 10322.3  24986.0    25000  1714411562519  1714411567849
read      430.0   266.2   148.8   208.8   226.7   389.4   484.4   542.1   585.0   632.6   687.3   757.0   885.8  1816.2 10878.7  29897.8    30000  1714411569352  1714411574665
read      450.7   250.0   148.8   212.2   230.9   420.6   509.2   563.5   605.9   657.5   719.8   798.0   938.1  1355.9 10955.0  34864.4    35000  1714411576168  1714411581471
read      445.8   377.9   148.8   208.3   226.4   412.0   502.3   557.5   601.3   651.1   713.4   794.5   939.1  1748.4  9750.0  39947.6    40000  1714411582975  1714411588277
read      440.7   233.6   148.8   206.7   224.3   408.4   499.1   550.8   593.9   645.6   710.2   793.5   937.6  1460.6  8282.5  44918.4    45000  1714411589780  1714411595079
read      443.1   263.3   148.8   206.5   224.7   409.7   500.8   552.2   592.6   643.9   711.4   799.5   942.8  1918.6  9155.6  49766.8    50000  1714411596583  1714411601908
read      427.8   221.5   148.8   205.4   222.8   389.5   479.7   534.7   577.6   627.5   689.5   780.2   935.4  1226.5  7839.6  54919.4    55000  1714411603412  1714411608719
read      439.6   230.3   148.8   207.9   227.0   401.3   493.3   546.1   587.2   637.6   705.7   801.2   983.8  1361.4  5831.1  60050.2    60000  1714411610223  1714411615521
read      447.4   238.0   148.8   212.3   232.9   408.9   502.4   558.1   600.9   650.6   713.1   800.8   963.5  1274.2  9595.1  65186.6    65000  1714411617024  1714411622342
read      442.1   252.6   148.8   212.1   233.5   402.4   493.8   548.0   589.7   638.0   699.8   789.9   945.9  1320.1  9737.0  69966.6    70000  1714411623845  1714411629143
read      443.8   246.9   148.8   215.4   238.7   407.3   494.2   545.0   584.5   631.8   691.8   782.8   966.5  1347.9  8915.0  74936.2    75000  1714411630647  1714411635949
read      476.5   220.9   148.8   231.9   261.8   442.6   532.3   586.0   626.5   674.2   734.1   825.2  1007.1  1260.2  7740.6  79864.7    80000  1714411637453  1714411642751
read      670.9   411.6   160.7   310.6   376.5   584.1   682.6   831.1   944.0  1025.8  1096.2  1183.7  1347.8  2451.7 14510.7  83960.6    85000  1714411644255  1714411649574
read      821.9   446.4   160.7   514.9   547.3   680.5   802.7  1073.8  1147.9  1211.2  1272.3  1357.2  1538.2  4301.1 17683.6  79772.8    90000  1714411651077  1714411656376
read      777.6   450.8   160.7   480.5   512.7   638.0   815.3  1036.4  1092.6  1141.6  1190.1  1270.8  1422.6  4395.5 16951.5  84016.8    95000  1714411657880  1714411663185
read      811.7   439.7   160.7   521.3   553.0   670.4   750.6  1084.1  1157.3  1216.9  1271.8  1351.1  1479.5  3862.6 17167.1  80975.2   100000  1714411664689  1714411669993
read      798.8   429.8   148.8   504.9   533.8   662.7   761.2  1055.1  1128.5  1187.9  1250.2  1330.1  1462.2  3330.3 17509.1  82289.2   105000  1714411671496  1714411676789
read      828.8   443.6   218.6   532.0   562.4   687.0   782.3  1105.8  1182.1  1239.5  1299.4  1374.9  1518.3  2869.1 15281.1  79339.2   110000  1714411678292  1714411683600
read      824.6   458.9   160.7   524.2   557.2   683.5   774.7  1084.5  1165.6  1229.7  1291.6  1372.6  1496.5  5061.3 17004.4  79949.4   115000  1714411685103  1714411690405
read      839.9   474.8   160.7   546.4   575.3   692.5   780.0  1116.7  1204.2  1259.3  1318.0  1379.6  1500.8  4021.7 18816.4  78586.2   120000  1714411691908  1714411697215
read      768.0   398.8   160.7   477.7   508.4   634.1   782.7  1024.7  1081.3  1136.0  1190.4  1266.5  1395.4  2342.0 15890.5  85451.0   125000  1714411698719  1714411704028
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.67%,64.68%,100.00%
