#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      358.6   477.0   160.7   227.8   249.6   331.1   360.8   377.0   390.4   403.8   424.2   456.2   606.0  5366.4 23048.7   4968.6     5000  1714412433698  1714412439157
read      386.2   259.6   148.8   212.1   227.4   377.6   434.4   459.5   476.1   496.1   519.9   553.6   635.1  3966.3  8580.1   9936.4    10000  1714412440663  1714412446021
read      404.1   427.1   148.8   207.3   222.7   384.8   465.3   503.1   528.1   554.2   586.0   629.8   718.3  2201.2 17183.0  14987.2    15000  1714412447524  1714412452873
read      412.5   225.9   148.8   205.4   221.8   382.1   477.7   525.6   557.1   590.6   629.0   680.6   785.3  2694.2  7744.8  19924.4    20000  1714412454375  1714412459704
read      428.0   259.0   148.8   205.8   222.9   394.3   489.7   543.7   581.9   623.8   671.8   735.6   859.3  1955.8 10172.2  25064.4    25000  1714412461207  1714412466526
read      432.5   258.2   148.8   205.7   222.9   398.3   489.8   546.4   587.2   632.4   685.8   752.4   885.2  1891.9  9157.7  29910.0    30000  1714412468030  1714412473345
read      443.7   250.1   148.8   207.8   226.0   412.2   503.1   557.1   598.1   646.1   706.4   786.0   931.8  1888.0  9701.0  35082.6    35000  1714412474849  1714412480154
read      441.7   269.7   148.8   204.9   222.4   409.2   498.8   552.2   594.6   646.2   707.3   788.2   939.2  1719.0 10671.6  39958.6    40000  1714412481657  1714412486957
read      434.4   225.4   148.8   205.5   222.7   399.5   490.7   545.8   588.7   639.9   704.9   790.9   936.2  1210.3  7747.1  45104.4    45000  1714412488461  1714412493787
read      444.2   273.6   148.8   211.4   229.8   404.4   499.3   554.6   597.7   649.4   715.2   802.8   967.1  1324.1 10411.7  50065.0    50000  1714412495303  1714412500600
read      448.2   262.1   148.8   212.7   232.1   410.0   504.2   559.3   600.5   649.6   715.3   806.9   978.4  1391.1 10230.2  54960.0    55000  1714412502103  1714412507401
read      448.7   241.5   148.8   214.4   233.6   408.5   502.7   560.0   603.3   654.2   720.3   812.3   984.9  1321.0  9277.1  59846.2    60000  1714412508905  1714412514207
read      446.2   248.6   148.8   213.9   234.4   408.0   500.8   555.0   594.1   641.3   706.5   799.9   977.3  1314.5  9032.6  65243.7    65000  1714412515711  1714412521028
read      449.0   264.5   148.8   215.9   237.5   410.6   500.3   555.3   597.2   646.4   708.9   797.5   964.8  1333.4 10160.2  69909.3    70000  1714412522532  1714412527826
read      440.4   197.0   148.8   214.8   237.6   407.9   493.8   545.5   585.2   631.7   688.4   772.2   929.0  1169.3  5924.0  74793.0    75000  1714412529330  1714412534638
read      776.9   415.7   160.7   420.8   500.6   664.6   744.9   987.5  1110.7  1185.4  1251.4  1333.3  1467.7  3442.4 15503.4  78360.4    80000  1714412536140  1714412541435
read      780.8   413.2   148.8   461.2   511.1   662.9   744.6   979.4  1101.7  1190.6  1256.5  1336.2  1460.5  3149.1 14751.0  81065.0    85000  1714412542938  1714412548243
read      790.0   421.7   160.7   476.3   517.8   669.4   763.0  1008.3  1108.0  1181.5  1257.2  1352.5  1489.9  3914.7 15616.3  81534.0    90000  1714412549747  1714412555055
read      787.1   404.7   160.7   496.5   526.8   647.6   756.7  1045.7  1117.6  1170.0  1227.5  1292.5  1433.1  3930.8 14762.1  83228.6    95000  1714412556558  1714412561865
read      822.0   591.4   148.8   519.6   552.5   677.9   778.2  1075.7  1154.0  1217.9  1277.1  1360.6  1495.0  5553.1 22034.0  80494.8   100000  1714412563368  1714412568668
read      792.1   387.9   148.8   519.7   548.2   653.6   732.3  1066.6  1137.6  1191.2  1248.2  1322.3  1449.4  2223.3 13537.1  82785.0   105000  1714412570172  1714412575484
read      806.8   430.8   148.8   518.3   548.9   665.2   748.9  1080.6  1148.6  1205.4  1259.3  1334.7  1465.7  4424.8 15645.3  81628.2   110000  1714412576987  1714412582299
read      817.6   426.1   160.7   517.0   551.6   680.4   775.3  1062.8  1153.2  1220.6  1281.0  1366.8  1499.5  4183.5 14613.8  80557.2   115000  1714412583803  1714412589097
read      788.1   419.9   160.7   491.7   522.6   651.3   782.3  1045.6  1110.4  1162.3  1220.7  1288.4  1438.2  4277.7 15548.9  83530.0   120000  1714412590600  1714412595897
read      829.2   414.4   160.7   521.3   556.3   692.9   796.3  1081.9  1167.5  1234.1  1300.3  1379.3  1535.4  3839.6 14318.2  79369.3   125000  1714412597401  1714412602696
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.52%,66.16%,100.00%
