#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      349.0   419.5   160.7   216.2   238.7   318.0   345.9   363.9   375.7   391.4   409.5   443.6   646.2  7643.3 15704.9   4938.2     5000  1714412978243  1714412983687
read      365.9   408.4   148.8   204.0   218.6   345.1   403.6   430.5   447.8   465.6   489.9   524.8   595.9  3866.0 21326.8   9972.8    10000  1714412985192  1714412990562
read      398.1   303.4   148.8   202.7   217.6   375.1   455.0   495.8   523.6   552.8   589.1   635.8   734.1  2126.4 13349.8  14960.2    15000  1714412992065  1714412997371
read      410.3   255.8   148.8   201.2   216.8   378.1   465.0   518.5   557.6   599.9   641.9   699.8   806.8  1978.6 12276.5  20009.2    20000  1714412998876  1714413004201
read      435.6   324.1   148.8   201.8   216.8   389.9   490.4   551.7   600.4   649.1   704.7   780.6   959.4  3240.3 10232.9  24848.2    25000  1714413005704  1714413011016
read      451.0   270.5   148.8   204.0   219.1   386.4   510.9   589.0   646.8   707.9   777.1   871.2  1114.9  1886.2  7975.2  29982.6    30000  1714413012518  1714413017841
read      468.2   346.9   148.8   207.0   222.9   382.7   522.6   608.5   674.7   745.5   827.6   943.1  1241.9  1842.4 11341.0  34790.8    35000  1714413019345  1714413024653
read      508.1  4474.4   148.8   197.3   211.6   338.5   457.8   539.6   615.3   700.3   788.6   923.1  1244.0  3021.4 330672.1  40040.6    40000  1714413026157  1714413031457
read      442.1   342.7   148.8   198.8   212.8   328.2   452.8   544.7   639.9   738.9   845.8  1014.3  1278.8  1764.5 11225.8  44966.6    45000  1714413032961  1714413038259
read      450.7   318.5   148.8   205.2   219.9   334.6   448.1   541.5   627.8   736.3   856.7  1077.6  1416.9  1952.3  8951.5  50038.4    50000  1714413039763  1714413046054
read      438.7   312.7   148.8   204.3   218.8   326.5   425.5   509.1   588.1   702.7   835.8  1063.9  1458.7  1869.2  9205.8  54818.4    55000  1714413047557  1714413052857
read      456.3   331.9   148.8   206.7   222.4   342.1   451.7   538.3   617.2   721.2   859.2  1096.1  1553.7  1997.7  8274.6  59920.3    60000  1714413054360  1714413059675
read      464.7   344.3   148.8   208.7   225.2   342.5   445.2   527.0   600.6   722.2   895.0  1177.5  1658.4  2193.3  9508.6  65164.6    65000  1714413061178  1714413066479
read      455.4   351.6   148.8   208.9   225.0   338.1   434.4   515.7   592.1   706.4   862.7  1116.7  1605.0  2183.8 10260.9  69865.2    70000  1714413067983  1714413073285
read      712.9   768.7   148.8   237.2   263.6   458.6   670.8   884.6  1032.6  1168.7  1456.0  1977.3  3012.6  6883.1 30391.5  73277.9    75000  1714413074788  1714413080094
read      685.4  1019.4   148.8   219.6   240.0   447.4   649.1   835.6   979.7  1104.7  1282.4  1750.8  2679.2 10218.8 37665.0  77335.8    80000  1714413081598  1714413086901
read      777.5   863.9   148.8   259.1   298.5   414.2   551.5  1337.9  1498.8  1600.8  1706.8  1860.8  2759.0  8092.7 30840.9  81345.7    85000  1714413088404  1714413093706
read      754.1  1014.2   148.8   244.1   271.4   408.3   546.4  1023.0  1390.5  1524.6  1665.3  1863.9  2809.9 10682.7 32115.1  83398.6    90000  1714413095211  1714413100512
read      845.0  1345.9   148.8   279.0   327.8   430.6   550.2  1374.1  1525.8  1624.1  1719.8  1867.2  2859.5 17085.4 41753.2  79410.2    95000  1714413102016  1714413107314
read      893.0  1389.3   148.8   280.6   322.4   465.9   663.1  1435.1  1557.3  1658.1  1774.4  1951.4  2950.8 16897.7 42181.6  75443.6   100000  1714413108818  1714413114132
read      879.9  1357.7   148.8   280.5   327.0   458.4   633.5  1420.9  1546.1  1640.5  1750.4  1915.8  2857.9 19815.8 36251.8  76357.2   105000  1714413115635  1714413120942
read      869.5  1306.3   148.8   274.9   327.6   452.6   611.9  1395.8  1539.1  1639.9  1742.4  1922.1  2913.5 16466.0 36905.5  76942.0   110000  1714413122446  1714413127752
read      853.5  1127.1   148.8   279.3   323.8   449.9   671.2  1440.7  1552.8  1643.8  1738.9  1885.6  2758.2 15942.8 32336.7  77964.6   115000  1714413129255  1714413134550
read      850.0  1337.5   148.8   275.1   322.8   437.9   575.9  1382.9  1521.4  1614.0  1722.7  1873.8  2842.5 17562.3 40217.9  78920.4   120000  1714413136054  1714413141363
read      852.0  1281.0   148.8   274.4   327.7   436.5   571.8  1395.1  1531.3  1625.2  1725.3  1872.5  2879.8 15891.3 32276.8  78663.6   125000  1714413142866  1714413148171
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 60.43%,1.51%,100.00%
