#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      366.9   572.3   160.7   223.5   245.3   325.3   354.0   370.0   382.5   397.1   417.3   452.3   937.2  8469.7 21323.2   4990.8     5000  1714412077459  1714412082872
read      387.6   366.2   148.8   211.6   227.0   371.6   425.8   451.6   468.2   488.3   509.4   544.0   630.6  7138.2 11528.9   9942.6    10000  1714412084378  1714412089767
read      390.1   284.8   148.8   204.6   219.6   369.4   449.2   486.1   510.5   537.2   568.8   612.9   698.9  2333.7 12813.5  15069.2    15000  1714412091271  1714412096601
read      416.4   244.0   148.8   206.4   223.5   390.4   486.0   533.7   565.4   599.6   637.3   689.2   791.5  1820.0  8142.8  19955.0    20000  1714412098105  1714412103443
read      424.8   268.4   148.8   206.2   223.5   387.5   484.3   539.0   578.0   620.2   667.2   729.2   854.1  1946.0  8653.6  24938.2    25000  1714412104947  1714412110279
read      434.4   226.3   148.8   205.4   223.0   402.2   491.2   545.3   588.2   636.3   691.7   767.4   907.3  1779.3  7369.2  29984.6    30000  1714412111783  1714412117091
read      442.1   275.2   148.8   204.9   222.5   407.3   498.9   555.1   598.8   649.0   709.3   789.5   940.8  1956.1 11527.2  34975.0    35000  1714412118595  1714412123905
read      444.6   278.5   148.8   206.0   223.6   410.9   501.7   556.8   600.9   652.3   715.9   798.6   950.3  1380.1 10039.1  39829.2    40000  1714412125408  1714412130723
read      446.5   230.1   148.8   206.9   225.1   413.1   507.3   561.5   603.3   653.9   719.1   805.7   975.6  1443.4  6851.6  44978.2    45000  1714412132227  1714412137547
read      458.1   273.8   148.8   210.5   230.6   424.3   523.0   576.7   616.1   663.8   727.1   816.0   978.1  1369.5 10442.2  49848.8    50000  1714412139050  1714412144356
read      438.6   223.4   148.8   208.4   227.1   402.8   493.3   545.9   587.2   637.7   703.1   795.4   956.0  1318.7  6922.6  54857.6    55000  1714412145860  1714412151160
read      435.4   226.6   148.8   208.5   227.2   394.2   487.2   543.1   586.0   636.7   700.6   792.6   970.6  1477.6  8208.9  59856.8    60000  1714412152663  1714412157962
read      435.7   223.8   148.8   210.3   229.5   398.0   490.0   544.9   585.7   633.4   692.4   781.9   935.6  1220.2  7294.7  65193.4    65000  1714412159466  1714412164762
read      440.1   270.0   148.8   212.7   233.7   402.0   491.6   545.4   586.8   634.7   694.7   784.1   936.2  1257.0  9930.8  69939.8    70000  1714412166265  1714412171575
read      462.8   243.0   148.8   224.7   250.3   426.3   516.1   569.5   610.5   659.4   720.5   805.8   982.7  1281.0  9328.4  75287.4    75000  1714412173078  1714412178377
read      581.8   336.2   148.8   244.4   286.7   534.2   620.5   678.2   739.5   854.1  1008.2  1142.1  1303.5  1563.4 12643.7  79962.8    80000  1714412179880  1714412185177
read      694.0   413.0   148.8   278.5   341.8   630.6   708.1   773.5   905.2  1090.6  1220.0  1328.3  1472.3  2201.4 16101.8  81352.3    85000  1714412186680  1714412191978
read      730.6   376.4   173.5   426.1   458.4   616.8   856.3   953.7  1001.7  1052.5  1107.3  1189.3  1360.0  2502.3 15167.5  86469.5    90000  1714412193481  1714412198776
read      802.8   423.6   137.8   503.5   532.9   672.9   770.2  1041.8  1125.4  1198.4  1271.6  1357.2  1485.9  2962.2 14524.7  81557.8    95000  1714412200280  1714412205575
read      787.0   391.0   160.7   506.5   529.8   642.5   749.2  1059.0  1121.9  1171.3  1227.8  1293.7  1433.9  3047.1 13499.2  83319.4   100000  1714412207080  1714412212393
read      819.7   388.4   148.8   526.3   556.8   676.4   779.8  1105.9  1168.6  1224.7  1277.7  1358.1  1491.1  3806.3 13170.2  80060.2   105000  1714412213896  1714412219193
read      789.5   424.0   160.7   494.8   524.6   653.8   765.3  1044.5  1113.7  1171.3  1233.1  1307.1  1437.9  3279.0 16311.5  83365.0   110000  1714412220697  1714412225995
read      805.5   438.3   160.7   510.3   541.0   669.5   760.3  1054.8  1137.5  1203.2  1264.3  1344.8  1474.9  3991.7 17620.3  81724.2   115000  1714412227499  1714412232803
read      825.4   458.4   148.8   531.7   562.6   682.7   766.6  1089.3  1175.0  1238.0  1300.6  1373.3  1492.6  3883.1 16238.7  79776.2   120000  1714412234307  1714412239612
read      814.5   455.6   148.8   520.0   553.6   674.0   755.2  1077.9  1158.7  1220.9  1277.4  1356.7  1484.1  4827.7 16606.2  80772.4   125000  1714412241114  1714412246425
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.65%,61.69%,100.00%
