#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      374.3   567.2   160.7   227.6   253.5   338.9   370.7   388.9   400.8   417.1   435.5   468.2   721.1  7452.4 21733.6   4980.2     5000  1714412800601  1714412806010
read      398.7   319.4   160.7   218.6   235.0   384.2   443.1   470.4   489.8   509.5   536.1   574.0   668.2  4649.6 12264.8  10083.0    10000  1714412807515  1714412812886
read      403.5   274.1   148.8   209.0   225.8   381.1   459.6   499.8   526.6   554.8   588.8   635.1   739.0  2524.9 11547.5  14929.2    15000  1714412814390  1714412819731
read      420.3   282.9   148.8   206.4   223.1   386.5   477.2   530.3   567.5   607.3   649.8   707.0   814.6  2114.9 10774.0  20025.2    20000  1714412821234  1714412826575
read      424.0   293.8   148.8   200.0   215.4   383.2   479.9   539.0   584.9   631.8   683.2   746.1   896.8  2255.7 11264.7  24973.8    25000  1714412828079  1714412833409
read      444.6   326.4   148.8   202.9   218.1   390.8   504.1   573.8   628.0   685.6   746.7   831.3  1024.3  1907.0 16284.8  29887.4    30000  1714412834912  1714412840252
read      451.2   284.0   148.8   201.6   216.8   374.2   507.1   590.2   655.7   723.2   796.8   907.3  1153.4  1590.0  8458.5  35019.0    35000  1714412841755  1714412847059
read      445.0   289.6   148.8   199.9   214.7   348.9   486.0   577.2   652.0   728.5   809.6   930.4  1195.0  1849.4  5996.2  39885.5    40000  1714412848564  1714412853861
read      447.2   289.5   148.8   200.8   215.8   344.7   477.8   565.5   645.5   735.4   828.0   971.3  1273.4  1727.1  7839.5  44971.0    45000  1714412855364  1714412860679
read      449.8   324.3   148.8   201.9   216.6   330.1   440.2   532.8   622.4   742.5   883.2  1104.5  1442.3  1853.9  7910.3  49794.1    50000  1714412862183  1714412867494
read      429.2   313.3   148.8   198.3   212.5   314.1   409.9   496.0   578.4   703.8   841.0  1063.1  1385.3  1811.8  9193.2  54831.8    55000  1714412868998  1714412874298
read      441.3   337.8   148.8   201.4   216.3   320.8   412.3   494.1   568.2   689.8   870.9  1146.3  1561.8  1983.9  9497.8  59932.4    60000  1714412875802  1714412881113
read      447.9   367.0   148.8   202.9   218.6   322.1   404.4   482.0   561.9   699.0   888.9  1195.1  1670.1  2298.0  8279.8  65136.2    65000  1714412882616  1714412887916
read      446.0   334.8   148.8   203.0   219.3   335.8   432.5   508.7   580.7   690.2   845.6  1086.0  1543.4  2133.3  9491.5  70052.0    70000  1714412889419  1714412894719
read      464.3   409.8   148.8   206.3   223.4   334.3   421.5   495.7   573.1   712.4   919.0  1202.3  1792.1  3327.2 10613.5  74967.2    75000  1714412896222  1714412901511
read      480.3   421.8   148.8   207.7   224.6   331.7   414.1   491.9   584.9   761.3  1025.3  1366.6  1863.8  2812.8 11078.0  79893.0    80000  1714412903014  1714412908318
read      837.1  1155.2   148.8   265.7   310.7   436.6   583.9  1366.0  1519.3  1623.6  1732.7  1915.1  2960.3 13662.3 35858.9  79053.4    85000  1714412909821  1714412915128
read      853.8  1234.2   148.8   267.2   309.9   450.3   599.2  1389.9  1536.1  1635.2  1732.9  1878.9  2927.2 14649.5 36410.3  78012.9    90000  1714412916631  1714412921938
read      891.2  1179.3   148.8   272.5   320.1   474.1   769.6  1478.1  1578.2  1675.9  1788.4  1956.4  2876.4 13096.7 37190.1  74869.2    95000  1714412923441  1714412928738
read      810.7  1287.6   148.8   288.1   323.1   409.3   515.1  1318.2  1482.1  1586.8  1692.2  1844.1  2761.4 17399.7 38881.7  82423.9   100000  1714412930241  1714412935559
read      826.2  1273.3   148.8   275.0   319.4   425.1   546.1  1355.0  1508.2  1605.2  1702.8  1845.5  2798.8 15659.8 37433.5  80945.6   105000  1714412937062  1714412942365
read      819.7  1233.4   137.8   275.7   305.7   421.0   557.0  1346.3  1495.3  1595.6  1712.0  1871.9  2770.5 12958.3 32624.1  81462.5   110000  1714412943868  1714412949167
read      806.7  1270.5   137.8   275.9   303.0   408.8   524.3  1299.0  1472.4  1580.5  1696.7  1863.1  2884.2 14928.4 37646.8  83004.2   115000  1714412950670  1714412955992
read      825.0  1270.4   148.8   273.5   318.6   424.1   543.9  1357.5  1504.3  1604.0  1706.7  1853.2  2766.2 16084.0 37499.7  81146.4   120000  1714412957495  1714412962801
read      781.2  1036.7   148.8   284.1   311.4   399.2   518.0  1356.1  1482.5  1578.6  1679.2  1819.1  2700.7 12800.0 32363.5  84938.5   125000  1714412964304  1714412969628
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.81%,68.84%,100.00%
