#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      353.1   588.7   160.7   216.3   237.7   315.4   341.9   357.8   369.0   383.2   400.3   434.0   690.8  8092.3 26872.3   4939.8     5000  1714411712727  1714411718154
read      380.2   281.4   148.8   208.6   224.8   369.7   422.6   448.4   465.7   486.6   509.6   547.4   641.6  3780.0 13965.7   9940.6    10000  1714411719659  1714411725019
read      391.9   255.0   148.8   204.8   220.2   372.1   448.9   486.2   510.9   539.2   573.5   621.3   730.3  2024.8 10925.8  15078.2    15000  1714411726523  1714411731839
read      411.4   281.4   148.8   203.3   219.7   382.0   467.8   514.6   546.3   584.0   627.1   683.7   793.9  2277.5 12263.5  20181.8    20000  1714411733343  1714411738659
read      410.0   264.4   148.8   200.5   216.5   373.9   465.0   517.6   554.0   597.5   645.4   706.0   819.6  1946.1 12570.0  24892.0    25000  1714411740162  1714411745491
read      414.3   247.0   148.8   200.4   217.2   374.3   465.7   523.2   564.6   611.7   665.5   733.9   861.7  1935.6  9499.9  29966.2    30000  1714411746994  1714411752325
read      416.1   249.7   148.8   200.6   217.9   378.0   465.7   522.4   564.4   612.6   669.1   739.5   859.9  1888.8  9282.9  34995.2    35000  1714411753828  1714411759128
read      430.8   262.8   148.8   201.8   218.9   396.1   483.3   538.1   582.7   635.4   696.4   774.3   904.9  1374.4 10718.1  40061.9    40000  1714411760632  1714411765932
read      423.4   234.4   148.8   200.1   217.0   387.2   472.9   526.6   570.3   625.0   690.6   773.7   920.6  1309.1  7412.5  45104.2    45000  1714411767435  1714411772743
read      433.7   255.4   148.8   204.0   222.1   395.3   488.3   543.2   586.2   636.9   699.8   785.0   935.8  1270.5 10245.4  50160.0    50000  1714411774246  1714411779545
read      437.1   230.3   148.8   205.0   223.8   397.1   491.8   546.3   589.1   640.9   709.5   801.7   979.9  1272.8  7286.6  54894.4    55000  1714411781048  1714411786349
read      449.9   240.7   148.8   209.5   229.9   409.4   502.6   559.5   604.1   658.3   727.8   826.2  1004.6  1323.3  9632.3  59980.6    60000  1714411787852  1714411793149
read      437.0   236.2   148.8   205.1   225.7   398.5   488.8   543.0   585.4   636.5   701.7   794.5   959.9  1277.4  8362.9  65128.4    65000  1714411794653  1714411799949
read      454.3   242.9   148.8   213.1   236.7   418.5   507.7   563.4   605.8   656.8   721.8   808.1   976.1  1260.3  9489.0  70191.2    70000  1714411801452  1714411806766
read      443.0   238.3   148.8   215.0   238.7   407.8   494.1   546.2   586.3   631.8   689.8   777.9   935.9  1234.3  9595.9  74879.6    75000  1714411808270  1714411813567
read      455.4   240.9   148.8   223.2   249.0   417.8   505.6   559.8   599.2   644.8   705.4   796.0   986.0  1254.3  9599.7  79762.0    80000  1714411815070  1714411820364
read      676.7   339.1   148.8   327.7   391.1   592.1   716.1   861.2   943.1  1014.0  1087.1  1182.6  1347.2  1665.5 12352.2  84496.2    85000  1714411821867  1714411827166
read      830.2   408.1   148.8   531.5   563.3   684.8   781.4  1113.8  1188.7  1242.0  1298.4  1365.2  1485.0  4064.2 14165.3  78899.6    90000  1714411828669  1714411833966
read      838.1   436.0   173.5   545.3   571.3   687.8   783.9  1115.2  1196.5  1250.0  1308.4  1374.8  1526.7  3852.2 15653.3  78473.6    95000  1714411835469  1714411840765
read      778.4   386.9   173.5   493.4   521.4   634.6   758.2  1051.4  1110.7  1155.2  1205.1  1270.6  1400.4  4000.4 13186.3  84147.2   100000  1714411842269  1714411847575
read      768.0   419.4   173.5   477.5   507.7   632.5   770.4  1023.1  1079.5  1133.6  1186.3  1267.0  1392.7  4400.5 15268.0  85580.1   105000  1714411849078  1714411854375
read      861.1   439.4   160.7   558.5   590.7   714.8   797.2  1144.0  1229.1  1292.0  1351.0  1429.5  1569.9  4266.3 15927.0  76528.7   110000  1714411855879  1714411861179
read      828.8   466.1   160.7   539.9   565.3   676.8   762.2  1126.6  1192.9  1239.0  1286.1  1355.6  1474.1  4367.1 19569.9  79515.5   115000  1714411862682  1714411867980
read      838.5   458.5   173.5   546.4   571.3   687.4   779.4  1126.0  1201.0  1252.2  1309.4  1376.1  1496.7  5583.8 17424.4  78718.9   120000  1714411869485  1714411874795
read      876.7   463.8   173.5   564.0   599.2   732.3   818.5  1135.6  1240.0  1312.8  1376.8  1466.8  1610.4  3933.1 18871.8  75204.2   125000  1714411876299  1714411881602
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.76%,55.05%,100.00%
