#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      385.6   431.2   173.5   240.0   267.1   362.2   395.5   414.1   427.5   443.2   464.7   501.8   618.5  6161.2 19394.5   4901.4     5000  1714835486119  1714835491562
read      433.4   266.2   160.7   225.1   244.6   424.3   487.5   521.0   543.5   569.5   598.7   644.4   751.5  3830.7 10906.3  10034.7    10000  1714835493068  1714835498459
read      466.8   379.5   148.8   218.1   235.6   445.9   535.7   582.7   614.4   647.7   684.4   739.2   861.6  6611.0 10880.1  14942.0    15000  1714835499962  1714835505293
read      472.7   290.6   160.7   217.2   234.1   444.3   548.2   607.4   646.8   686.9   735.3   802.3   941.0  2862.1  9774.9  20071.2    20000  1714835506797  1714835512121
read      484.9   509.9   160.7   211.9   228.6   434.1   552.9   624.2   671.6   722.3   779.6   860.7  1053.7  5098.1 29614.3  24897.8    25000  1714835513624  1714835518961
read      482.5   291.9   148.8   211.5   228.1   430.1   562.1   638.2   691.6   745.7   805.7   903.5  1111.1  1942.6  9881.2  29874.4    30000  1714835520465  1714835525786
read      497.2   332.6   160.7   214.2   230.3   420.4   570.7   658.0   719.9   785.9   861.8   982.9  1249.7  3586.9  9643.4  34842.2    35000  1714835527290  1714835532597
read      484.3   387.3   148.8   211.5   227.5   392.5   539.8   635.0   704.2   777.0   858.1   987.1  1277.8  2552.6 12667.8  40074.0    40000  1714835534101  1714835539408
read      461.9   311.9   148.8   208.8   224.2   366.7   499.0   593.3   668.6   749.6   836.6   969.5  1254.3  1723.6 10132.1  44864.8    45000  1714835540913  1714835546217
read      488.3   348.8   148.8   214.3   230.3   366.4   493.4   598.7   688.3   799.2   928.9  1144.1  1546.0  2117.1  9237.6  50183.8    50000  1714835547721  1714835553027
read      493.5   388.0   148.8   214.9   231.4   360.5   470.4   571.6   667.2   793.7   959.0  1244.1  1726.7  2569.1 10964.4  55061.2    55000  1714835554532  1714835559854
read      484.1   388.4   160.7   214.9   231.2   358.0   467.6   558.5   644.7   773.6   942.3  1193.9  1624.4  2179.0 12547.1  59708.2    60000  1714835561358  1714835566661
read      484.3   391.2   148.8   216.5   232.9   358.3   459.8   546.4   634.4   771.0   952.9  1211.0  1658.6  2332.1 12026.3  64875.6    65000  1714835568165  1714835573463
read      480.6   417.9   148.8   218.7   235.1   354.4   446.2   525.3   606.8   749.9   949.0  1215.1  1676.6  2357.1 14907.2  69980.4    70000  1714835574967  1714835580274
read      543.3   480.5   148.8   227.3   248.1   379.5   485.4   592.5   711.2   901.6  1099.6  1421.4  2130.0  3195.2 15111.0  74931.2    75000  1714835581778  1714835587079
read      563.4   609.6   148.8   230.9   252.1   369.2   446.5   538.9   677.8   931.1  1225.1  1602.0  2530.4  5532.4 18041.9  79987.6    80000  1714835588583  1714835593898
read      908.8  1080.9   160.7   291.5   335.5   491.7   973.2  1512.0  1606.1  1699.6  1806.1  1966.4  2885.4 12741.3 32139.4  73169.2    85000  1714835595402  1714835600769
read      796.8  1010.4   160.7   275.9   301.7   417.6   557.5  1319.3  1483.0  1585.8  1703.0  1868.8  2866.8 10397.1 33039.5  82038.2    90000  1714835602274  1714835607591
read      863.5  1309.3   160.7   301.1   336.3   440.0   587.1  1408.9  1539.8  1634.7  1734.2  1882.2  2851.3 16943.1 37391.1  77641.0    95000  1714835609096  1714835614400
read      848.7  1290.5   148.8   301.8   333.5   431.8   579.0  1382.1  1520.2  1618.4  1718.9  1873.3  2805.9 16826.7 35758.5  78898.2   100000  1714835615906  1714835621207
read      808.8  1197.0   160.7   294.5   321.4   411.1   511.2  1315.3  1483.4  1587.5  1692.3  1840.5  2794.0 13801.0 35455.8  82493.0   105000  1714835622711  1714835628023
read      875.2  1315.8   160.7   294.2   336.2   453.9   616.5  1419.6  1549.7  1644.5  1740.2  1883.1  2899.1 17098.7 36386.2  76612.6   110000  1714835629528  1714835634836
read      827.2  1268.4   160.7   289.3   318.5   424.5   546.3  1347.8  1501.2  1600.1  1706.4  1858.6  2844.3 15241.0 37168.7  80757.6   115000  1714835636340  1714835641649
read      886.7  1066.3   160.7   291.7   335.6   473.0   810.9  1491.4  1585.7  1676.5  1774.8  1919.5  2857.7 12791.3 32416.6  74858.7   120000  1714835643153  1714835648462
read      837.8  1240.3   160.7   298.6   326.9   429.0   548.1  1381.0  1517.6  1613.4  1716.1  1868.8  2838.9 13328.1 36382.3  79816.0   125000  1714835649966  1714835655285
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.31%,68.34%,100.00%
