#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      395.1   425.2   160.7   246.8   271.4   370.5   401.2   419.1   430.9   446.5   465.8   499.5   649.4  7674.1 14794.0   4971.4     5000  1714836394877  1714836400296
read      405.2   343.4   160.7   226.4   245.2   399.4   447.8   469.7   485.8   502.3   525.1   556.5   645.3  3969.8 13542.0   9940.2    10000  1714836401803  1714836407203
read      409.0   290.3   148.8   220.3   236.1   403.9   474.5   505.2   524.6   544.1   569.8   603.6   679.7  3123.0 15634.0  15055.8    15000  1714836408706  1714836414037
read      409.5   241.2   160.7   213.4   228.9   396.8   487.2   524.5   547.1   571.3   596.7   637.5   709.8  1654.5  9330.8  19850.8    20000  1714836415541  1714836420882
read      400.4   226.8   160.7   207.7   222.5   363.8   477.2   523.7   551.4   578.9   611.6   656.2   735.0  1664.7  8614.0  25082.8    25000  1714836422385  1714836427701
read      395.9   241.8   148.8   207.0   221.6   348.3   465.0   520.4   553.5   584.5   619.8   663.8   738.3  1500.2  8797.5  29958.8    30000  1714836429205  1714836434527
read      393.7   231.0   148.8   205.0   219.7   343.6   454.5   515.5   553.4   589.5   630.0   676.9   758.8  1051.6  7783.6  35077.0    35000  1714836436031  1714836441346
read      382.8   217.8   148.8   205.8   219.4   332.3   426.8   492.4   536.0   578.3   622.3   671.4   742.9   937.4  8965.8  40007.0    40000  1714836442851  1714836448154
read      380.9   257.2   148.8   203.8   217.1   327.7   415.4   480.8   527.7   574.8   623.3   676.0   763.3  1525.9 12085.7  44941.4    45000  1714836449658  1714836454992
read      386.8   205.0   148.8   207.2   221.5   338.2   425.9   486.9   533.0   582.4   634.9   687.6   781.4  1117.1  7773.6  50062.6    50000  1714836456496  1714836461812
read      371.0   247.9   148.8   204.6   218.2   321.6   396.9   452.4   497.6   549.8   606.3   668.7   751.3  1280.1 10961.2  55093.0    55000  1714836463315  1714836468620
read      370.6   213.4   148.8   204.7   218.2   323.9   399.6   453.6   496.6   547.3   603.9   668.6   760.2  1113.8  7351.9  59981.9    60000  1714836470125  1714836475429
read      363.0   193.6   148.8   204.6   217.8   317.8   388.9   438.3   478.3   526.9   583.6   653.7   747.6  1465.9  6805.2  64684.8    65000  1714836476933  1714836482243
read      366.0   193.6   148.8   206.0   219.9   323.9   396.3   442.5   479.2   525.0   580.0   651.6   759.6  1130.5  7898.0  69998.8    70000  1714836483747  1714836489066
read      364.0   192.5   148.8   207.4   221.6   325.0   393.4   436.5   470.8   513.0   566.5   639.0   747.6  1219.9  7711.5  74951.8    75000  1714836490569  1714836495885
read      367.0   212.1   148.8   207.5   222.1   327.5   396.1   438.9   471.8   513.8   567.7   643.7   775.4  1382.3  7124.4  79902.5    80000  1714836497388  1714836502703
read      359.9   173.6   160.7   207.5   221.6   323.9   389.7   430.2   461.9   500.9   550.2   624.6   747.8  1222.3  4503.9  84970.5    85000  1714836504207  1714836509514
read      367.5   198.8   148.8   209.4   224.9   334.8   397.8   435.6   464.6   499.8   546.1   621.6   778.4  1674.2  9149.6  89868.8    90000  1714836511018  1714836516321
read      367.7   221.3   148.8   212.3   227.7   335.8   396.5   433.2   461.5   496.2   542.1   615.5   769.0  1663.7  8090.1  94558.8    95000  1714836517825  1714836523133
read      372.3   180.0   148.8   215.6   231.9   344.4   404.4   440.5   467.5   501.1   544.4   615.9   772.2  1147.7  7057.0  99735.8   100000  1714836524638  1714836529950
read      362.1   192.6   148.8   213.5   228.8   333.5   390.8   425.5   452.5   485.4   529.6   598.5   743.8  1079.9  7729.0 105050.2   105000  1714836531454  1714836536773
read      419.5   209.0   160.7   229.7   253.4   391.8   457.6   498.0   529.2   567.6   619.3   697.9   857.4  1097.3  7969.9 110351.4   110000  1714836538277  1714836543585
read      407.1   208.0   148.8   224.6   245.5   372.3   437.6   481.7   516.2   559.1   617.2   702.0   852.4  1067.0  8816.0 114975.6   115000  1714836545089  1714836550385
read      429.3   203.5   148.8   235.5   261.2   398.9   467.4   511.3   545.6   586.5   636.8   713.7   848.6  1061.3  7887.1 119560.9   120000  1714836551889  1714836557207
read      518.8   246.8   148.8   282.0   313.6   502.9   592.2   635.2   665.3   697.5   738.0   797.3   918.2  1208.0 10528.5 120611.0   125000  1714836558711  1714836564025
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.40%,69.70%,100.00%
