#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      353.0   495.8   160.7   225.0   247.4   318.1   340.7   353.8   364.1   374.4   394.2   429.1   642.9  8224.3 19350.7   5017.0     5000  1714413879909  1714413885328
read      362.3   390.7   160.7   213.1   228.9   352.8   391.2   410.3   423.6   436.9   457.3   485.6   566.2  3064.1 20527.3   9961.6    10000  1714413886834  1714413892206
read      372.8   235.1   148.8   206.9   221.8   370.0   429.2   454.1   469.4   488.5   508.4   541.3   616.6  2031.5 11279.2  15070.2    15000  1714413893709  1714413899016
read      377.0   253.4   160.7   203.3   217.6   356.5   445.0   478.6   499.1   521.2   544.9   581.1   650.1  2030.8 12426.2  20047.2    20000  1714413900520  1714413905835
read      379.0   242.4   148.8   201.4   216.2   343.8   444.5   486.5   512.6   540.4   572.1   614.4   692.4  1824.7 12457.1  24876.6    25000  1714413907338  1714413912662
read      374.9   227.3   148.8   199.7   213.7   335.2   430.5   477.6   506.8   538.5   574.4   621.5   712.6  1986.4  8268.8  30009.2    30000  1714413914166  1714413919495
read      376.7   209.7   148.8   202.2   216.1   337.3   429.7   479.2   511.7   545.9   584.7   633.7   735.9  1366.6  6502.4  35041.4    35000  1714413920999  1714413926319
read      373.5   225.5   148.8   199.9   213.8   334.0   420.2   471.3   506.3   541.9   580.2   628.4   718.9  1808.2  9904.4  39935.2    40000  1714413927823  1714413933130
read      360.1   221.8   148.8   198.1   211.3   315.6   390.6   445.5   486.2   529.7   577.5   632.0   721.6  1411.4  9594.8  45065.2    45000  1714413934633  1714413939942
read      354.7   181.8   148.8   198.8   211.8   315.3   382.2   431.2   470.3   516.6   566.2   625.0   715.5  1193.2  4477.9  49709.6    50000  1714413941446  1714413946744
read      355.4   199.9   148.8   198.4   211.6   314.1   385.1   434.5   472.0   515.2   564.1   623.5   722.5  1183.5  8712.9  54950.8    55000  1714413948249  1714413953546
read      363.4   217.9   148.8   202.1   215.3   325.2   396.2   441.0   475.7   519.8   572.6   635.2   737.5  1100.6  9494.6  59976.4    60000  1714413955050  1714413960353
read      366.2   218.2   148.8   203.0   216.8   327.4   398.9   443.8   478.8   523.4   578.9   641.6   740.5  1281.7  7224.7  64928.8    65000  1714413961857  1714413967160
read      354.9   174.3   148.8   202.9   215.9   317.8   381.9   423.8   458.1   501.8   558.5   627.6   732.2  1128.5  6065.4  69842.8    70000  1714413968663  1714413973953
read      356.1   173.5   148.8   203.1   216.7   320.7   386.9   427.3   459.1   499.4   550.9   622.0   726.1  1324.3  6641.3  75026.7    75000  1714413975455  1714413980752
read      356.3   169.2   148.8   203.7   217.9   324.0   388.9   428.2   458.3   495.1   543.3   613.3   724.8  1163.8  5650.7  79982.2    80000  1714413982255  1714413987550
read      364.6   186.0   148.8   205.5   220.4   330.1   396.5   437.3   468.0   505.6   554.3   626.7   764.2  1191.8  7387.6  85195.2    85000  1714413989053  1714413994349
read      353.0   166.8   148.8   203.7   217.6   317.7   378.0   418.4   450.3   489.2   540.0   614.8   758.4  1181.6  5450.1  89912.9    90000  1714413995852  1714414001154
read      357.7   191.9   148.8   206.3   221.9   330.8   389.5   424.0   450.3   482.4   526.6   592.3   730.9  1108.2  6427.7  95116.2    95000  1714414002658  1714414007962
read      345.5   229.6   148.8   204.5   219.0   317.5   372.1   404.7   431.3   463.3   505.5   572.7   690.5  1069.4  8204.9  99762.4   100000  1714414009465  1714414014767
read      360.4   170.7   148.8   208.8   225.7   337.8   393.6   426.5   451.3   481.1   521.2   582.9   713.4  1018.4  6949.7 105094.8   105000  1714414016270  1714414021570
read      351.6   178.8   148.8   210.2   226.2   329.8   380.6   410.7   433.6   462.7   500.6   560.0   684.0   988.8  7987.9 110029.6   110000  1714414023073  1714414028387
read      406.2   185.2   148.8   224.1   246.0   377.4   441.7   482.6   513.6   551.4   603.1   681.8   834.6  1081.1  6109.3 114822.2   115000  1714414029891  1714414035191
read      441.8   220.5   148.8   238.0   265.3   413.9   488.3   532.1   564.0   601.3   647.9   719.1   856.8  1153.9  9264.7 119952.4   120000  1714414036696  1714414041997
read      447.4   200.6   148.8   239.2   266.8   423.2   508.4   551.2   581.2   614.3   653.8   714.8   830.4  1017.2  7611.5 124253.6   125000  1714414043500  1714414048802
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.56%,55.78%,100.00%
