#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      346.3   439.2   160.7   222.4   241.9   319.7   346.7   363.2   373.6   389.1   406.0   439.4   597.7  7536.5 17181.4   4999.6     5000  1714412612087  1714412617534
read      371.8   292.6   160.7   209.0   224.0   358.6   412.2   437.0   454.7   472.6   498.5   535.4   626.5  3444.8 12912.7  10012.9    10000  1714412619038  1714412624427
read      388.3   246.0   148.8   208.0   223.9   367.3   442.8   478.0   501.9   528.8   560.4   608.4   700.3  2624.4  9172.0  14914.4    15000  1714412625931  1714412631259
read      406.9   279.1   148.8   206.6   223.4   373.5   459.4   505.8   538.5   575.7   618.7   675.4   789.1  2924.7  9482.8  20152.6    20000  1714412632762  1714412638114
read      422.6   296.0   148.8   204.9   222.0   387.8   471.8   523.5   561.7   606.0   655.8   723.0   852.6  2766.9 12569.3  24897.5    25000  1714412639617  1714412644961
read      436.0   299.9   148.8   203.8   221.8   400.9   485.2   537.9   580.7   630.4   690.0   770.0   929.8  2778.1 10726.5  29918.0    30000  1714412646464  1714412651801
read      438.5   269.4   148.8   203.8   221.7   408.1   492.3   543.4   587.3   638.8   700.2   776.8   915.2  1988.9 10405.9  35016.8    35000  1714412653305  1714412658640
read      441.1   251.8   148.8   205.0   223.1   409.7   500.6   552.3   593.9   643.5   708.1   790.5   931.0  1311.0  9679.1  40090.4    40000  1714412660143  1714412665447
read      438.0   228.9   148.8   205.0   222.7   405.1   495.9   550.3   594.8   646.7   708.9   790.7   935.3  1244.3  6920.1  44896.1    45000  1714412666951  1714412672280
read      451.0   256.2   148.8   208.7   227.6   416.2   512.0   566.8   607.6   658.1   725.0   817.8   981.9  1338.5  9931.3  49929.4    50000  1714412673783  1714412679103
read      438.1   236.1   148.8   206.5   225.4   400.3   491.5   544.6   587.0   638.9   705.0   797.1   966.6  1275.4  9200.5  55000.2    55000  1714412680607  1714412685920
read      443.0   236.8   148.8   209.0   228.6   404.9   498.6   552.9   595.0   645.8   711.6   804.5   978.4  1306.8  8270.4  59984.8    60000  1714412687424  1714412692733
read      447.9   238.5   148.8   212.2   233.2   408.7   499.8   554.1   596.5   647.5   716.1   812.2   989.6  1320.4  7898.1  64796.8    65000  1714412694236  1714412699567
read      449.7   250.4   148.8   215.3   237.2   415.7   505.8   557.8   595.7   641.4   700.9   789.7   949.5  1274.4  9730.4  70017.2    70000  1714412701070  1714412706389
read      453.6   215.9   148.8   218.9   243.9   421.4   510.1   561.7   600.0   645.5   704.8   790.2   958.7  1245.0  7666.6  74813.0    75000  1714412707892  1714412713206
read      577.9   396.2   148.8   231.0   267.2   521.5   639.5   700.3   742.6   801.6   930.1  1212.3  1490.5  1898.7 13984.2  79811.2    80000  1714412714710  1714412720021
read      691.3   366.8   148.8   332.7   401.7   604.1   706.1   856.5   964.0  1050.8  1129.1  1220.0  1370.0  1856.7 13058.6  83788.4    85000  1714412721525  1714412726840
read      796.6   405.3   148.8   510.9   538.5   660.0   749.0  1057.0  1130.6  1186.2  1244.9  1321.2  1459.8  3954.6 15068.4  81849.2    90000  1714412728343  1714412733656
read      790.2   410.9   160.7   508.2   533.4   648.1   742.9  1061.9  1127.5  1178.0  1235.0  1304.3  1438.2  3965.3 15475.5  82841.6    95000  1714412735160  1714412740466
read      802.9   383.7   160.7   512.9   541.8   666.3   765.7  1067.4  1139.6  1198.5  1256.3  1336.0  1470.0  3171.1 13654.6  81709.8   100000  1714412741969  1714412747285
read      798.2   406.4   160.7   514.9   541.6   657.1   743.4  1074.1  1139.1  1192.5  1247.6  1319.8  1448.7  4154.1 14552.1  82384.3   105000  1714412748788  1714412754115
read      803.9   426.6   148.8   513.6   540.2   661.1   770.7  1079.9  1139.6  1191.0  1246.6  1320.1  1458.4  4515.1 16457.3  81663.6   110000  1714412755618  1714412760944
read      792.8   408.1   187.4   501.4   530.0   654.8   754.0  1049.6  1122.0  1179.3  1240.0  1316.8  1458.5  4017.3 15367.1  82962.2   115000  1714412762447  1714412767758
read      815.2   428.2   160.7   528.9   559.2   673.5   748.6  1086.8  1162.7  1223.6  1280.0  1357.8  1483.4  3936.6 15487.3  80683.7   120000  1714412769261  1714412774568
read      789.9   421.7   160.7   497.4   526.0   652.2   771.9  1047.4  1115.8  1167.8  1228.3  1305.9  1465.9  3802.9 15842.5  83292.2   125000  1714412776072  1714412781390
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.63%,55.56%,100.00%
