#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      336.2   621.3   160.7   218.3   236.5   301.2   321.1   333.8   341.7   352.4   368.3   399.7   620.7  9744.8 24859.7   5003.0     5000  1714413524470  1714413529921
read      347.1   354.5   160.7   208.3   223.2   332.6   369.0   387.4   399.4   413.9   430.4   458.7   543.0  5819.3 12703.8   9989.4    10000  1714413531426  1714413536786
read      356.2   247.8   148.8   204.0   217.9   346.5   405.5   431.1   447.2   463.3   483.6   508.8   579.2  3201.5 10631.6  15076.8    15000  1714413538289  1714413543616
read      357.8   240.9   148.8   198.0   211.7   336.1   414.8   447.8   467.1   487.8   509.0   542.3   620.2  2346.4 10253.1  19999.8    20000  1714413545120  1714413550464
read      360.9   227.3   148.8   195.4   209.4   324.5   423.0   463.5   487.6   511.9   538.2   573.9   636.9  1969.4 10483.2  24948.8    25000  1714413551967  1714413557294
read      355.5   217.7   148.8   194.8   208.5   314.1   405.7   453.9   482.8   511.8   542.8   584.3   663.0  1917.4 11961.1  29944.7    30000  1714413558798  1714413564129
read      348.9   259.7   148.8   193.1   206.1   304.5   384.4   439.6   473.6   507.7   542.4   586.6   668.5  1895.8  9881.0  34897.7    35000  1714413565632  1714413570931
read      358.0   180.8   148.8   196.1   210.0   318.3   398.4   449.6   484.6   521.4   561.0   610.0   694.8  1301.4  6982.9  39964.8    40000  1714413572434  1714413577731
read      352.3   209.2   148.8   195.5   208.8   313.4   383.6   433.2   470.2   511.2   554.9   607.4   688.1  1297.2  9138.0  45054.8    45000  1714413579234  1714413584531
read      357.3   195.1   148.8   195.9   210.2   322.4   394.4   438.0   471.7   513.3   558.9   613.5   701.7  1309.2  7443.2  50001.4    50000  1714413586034  1714413591332
read      352.5   160.9   148.8   196.5   210.3   320.1   388.4   430.4   463.6   504.0   549.7   608.1   692.5   971.2  3996.6  54972.0    55000  1714413592835  1714413598139
read      346.0   182.9   148.8   196.1   209.6   311.9   373.1   413.4   446.3   488.5   540.5   603.8   692.5  1205.8  7865.3  59994.2    60000  1714413599643  1714413604947
read      349.0   171.6   148.8   197.4   211.0   315.8   379.2   419.1   450.9   491.0   541.7   608.0   706.7  1086.2  5760.4  65013.4    65000  1714413606450  1714413611756
read      352.2   165.7   148.8   199.3   212.9   315.3   380.0   422.6   457.1   500.8   557.1   626.5   725.9   988.0  4879.4  69942.8    70000  1714413613259  1714413618566
read      344.1   159.8   148.8   199.9   212.8   307.7   368.6   408.5   440.7   482.6   535.9   607.4   715.4  1090.7  5528.0  74888.0    75000  1714413620070  1714413625369
read      347.1   156.6   148.8   202.3   215.1   313.2   373.8   413.8   445.2   483.9   535.4   606.2   715.4   941.2  5589.7  79954.8    80000  1714413626873  1714413632181
read      340.2   157.6   148.8   200.7   213.5   309.9   368.1   403.4   431.4   465.9   512.1   582.9   684.1   985.7  4913.7  84800.7    85000  1714413633685  1714413638987
read      341.9   169.2   148.8   203.6   216.7   310.7   366.6   401.0   429.3   464.5   512.1   586.2   704.5  1009.4  5635.1  89840.6    90000  1714413640491  1714413645779
read      346.3   156.8   148.8   205.7   220.3   319.7   375.9   409.8   435.0   467.2   509.0   575.4   688.9   956.4  3836.5  94949.0    95000  1714413647283  1714413652584
read      339.2   154.7   148.8   204.7   218.9   314.0   366.3   397.4   421.9   452.2   493.1   556.4   677.3   980.3  5541.0  99964.1   100000  1714413654088  1714413659392
read      349.8   147.8   148.8   208.5   224.1   328.0   381.0   412.1   435.2   464.3   502.5   563.6   681.4   894.6  4885.7 104809.4   105000  1714413660895  1714413666209
read      348.2   156.5   148.8   207.7   222.9   322.4   374.2   406.7   432.4   463.8   505.3   574.3   720.9   973.9  5129.5 109985.0   110000  1714413667713  1714413673015
read      363.3   200.0   148.8   215.7   232.3   341.1   393.3   424.3   448.0   476.9   516.8   578.9   704.7  1105.9  7821.0 114940.4   115000  1714413674519  1714413679815
read      444.9   183.4   160.7   238.1   265.7   412.1   487.5   536.4   573.5   617.5   672.6   748.4   891.3  1099.4  4383.2 119556.6   120000  1714413681319  1714413686618
read      507.9   237.7   148.8   259.7   294.8   466.4   551.5   607.6   650.5   706.7   780.4   885.9  1082.8  1529.2  7916.4 117303.1   125000  1714413688122  1714413693420
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 87.40%,61.11%,100.00%
