timestamp,core0,core1
1714835109660648919,0.0,0.0
1714835109761010549,0.0,0.0
1714835109861463471,0.0,0.0
1714835109961850354,0.0,0.0
1714835110062217804,0.0,0.0
1714835110162616136,0.0,0.0
1714835110262983857,0.0,0.0
1714835110363304609,0.0,0.0
1714835110463663831,0.0,11.1
1714835110564015082,0.0,0.0
1714835110664377064,0.0,0.0
1714835110764730054,0.0,0.0
1714835110865078686,0.0,0.0
1714835110965422788,10.0,27.3
1714835111065732719,9.1,100.0
1714835111166090300,0.0,100.0
1714835111266494372,11.1,10.0
1714835111366881433,0.0,0.0
1714835111467257404,20.0,0.0
1714835111567650988,0.0,0.0
1714835111668012437,0.0,0.0
1714835111768391779,10.0,0.0
1714835111868783922,0.0,0.0
1714835111969165674,36.4,30.0
1714835112069551075,55.6,9.1
1714835112169959026,0.0,0.0
1714835112270314338,9.1,0.0
1714835112370705060,0.0,0.0
1714835112471071890,0.0,0.0
1714835112571448371,0.0,0.0
1714835112671796183,0.0,0.0
1714835112772169045,0.0,0.0
1714835112872548197,0.0,0.0
1714835112972940917,0.0,0.0
1714835113073400308,0.0,0.0
1714835113173797710,0.0,9.1
1714835113274170691,0.0,0.0
1714835113374560572,0.0,0.0
1714835113474946544,0.0,0.0
1714835113575288505,0.0,0.0
1714835113675663787,0.0,0.0
1714835113776046827,0.0,0.0
1714835113876384669,0.0,0.0
1714835113976764061,0.0,0.0
1714835114077131783,0.0,0.0
1714835114177514424,0.0,0.0
1714835114277857586,0.0,0.0
1714835114378208266,0.0,0.0
1714835114478467478,0.0,0.0
1714835114578762638,0.0,0.0
1714835114679127002,0.0,0.0
1714835114779505341,0.0,0.0
1714835114879882363,0.0,0.0
1714835114980250595,0.0,0.0
1714835115080629196,0.0,0.0
1714835115181002138,0.0,0.0
1714835115281354679,0.0,0.0
1714835115381731102,0.0,0.0
1714835115482089272,0.0,0.0
1714835115582451764,0.0,0.0
1714835115682815107,0.0,0.0
1714835115783147977,0.0,0.0
1714835115883486638,0.0,0.0
1714835115983830059,0.0,0.0
1714835116084194781,0.0,0.0
1714835116184573472,9.1,0.0
1714835116284924433,0.0,0.0
1714835116385329705,9.1,0.0
1714835116485645486,0.0,0.0
1714835116585978598,0.0,0.0
1714835116686339769,0.0,0.0
1714835116786682880,0.0,0.0
1714835116887052691,0.0,0.0
1714835116987359472,9.1,9.1
1714835117087688794,0.0,0.0
1714835117188007654,0.0,9.1
1714835117288323785,9.1,0.0
1714835117388621597,0.0,0.0
1714835117488948479,0.0,0.0
1714835117589317090,0.0,0.0
1714835117689643851,0.0,0.0
1714835117789982283,0.0,0.0
1714835117890321656,0.0,0.0
1714835117990681568,0.0,0.0
1714835118091056250,0.0,0.0
1714835118191430820,0.0,0.0
1714835118291786055,0.0,0.0
1714835118392145696,9.1,0.0
1714835118492536145,0.0,0.0
1714835118592845007,0.0,0.0
1714835118693203260,0.0,0.0
1714835118793446420,9.1,0.0
1714835118893731400,0.0,0.0
1714835118994012852,0.0,0.0
1714835119094293864,0.0,0.0
1714835119194575297,0.0,0.0
1714835119294848498,0.0,0.0
1714835119395127999,0.0,0.0
1714835119495439871,0.0,0.0
1714835119595760851,0.0,0.0
1714835119696106932,0.0,0.0
1714835119796449924,0.0,0.0
1714835119896771395,0.0,0.0
1714835119997108355,0.0,0.0
1714835120097486167,0.0,9.1
1714835120197813989,0.0,0.0
1714835120298107721,0.0,0.0
1714835120398424611,0.0,0.0
1714835120498738284,0.0,0.0
1714835120599055595,0.0,0.0
1714835120699314796,0.0,0.0
1714835120799695720,0.0,0.0
1714835120900025172,0.0,0.0
1714835121000348442,0.0,0.0
1714835121100684024,9.1,0.0
1714835121201012075,0.0,0.0
1714835121301364187,0.0,0.0
1714835121401681099,0.0,0.0
1714835121502019280,0.0,0.0
1714835121602349881,0.0,0.0
1714835121702695892,0.0,9.1
1714835121803051855,0.0,0.0
1714835121903381886,0.0,0.0
1714835122003713828,0.0,0.0
1714835122104053388,9.1,0.0
1714835122204383879,0.0,0.0
1714835122304716050,0.0,0.0
1714835122405048272,0.0,0.0
1714835122505414353,0.0,0.0
1714835122605730685,0.0,0.0
1714835122706039936,0.0,0.0
1714835122806408016,0.0,0.0
1714835122906732238,0.0,0.0
1714835123007077219,0.0,0.0
1714835123107414211,0.0,0.0
1714835123207759543,0.0,0.0
1714835123308090044,0.0,0.0
1714835123408434696,0.0,0.0
1714835123508773208,0.0,0.0
1714835123609107419,11.1,0.0
1714835123709474871,9.1,0.0
1714835123809847772,0.0,0.0
1714835123910187035,0.0,0.0
1714835124010552615,0.0,0.0
1714835124110857147,0.0,0.0
1714835124211182529,0.0,0.0
1714835124311493233,0.0,0.0
1714835124411826603,0.0,0.0
1714835124512157134,0.0,0.0
1714835124612500455,0.0,0.0
1714835124712879446,9.1,0.0
1714835124813225219,0.0,0.0
1714835124913555329,0.0,0.0
1714835125013897311,0.0,0.0
1714835125114255982,0.0,0.0
1714835125214594515,0.0,0.0
1714835125314878645,0.0,0.0
1714835125415200116,0.0,0.0
1714835125515534666,0.0,0.0
1714835125615875247,0.0,0.0
1714835125716244988,0.0,0.0
1714835125816581581,0.0,0.0
1714835125916942654,0.0,0.0
1714835126017319953,0.0,0.0
1714835126117643606,9.1,0.0
1714835126217968406,0.0,0.0
1714835126318311751,0.0,0.0
1714835126418634710,0.0,0.0
1714835126518955561,0.0,0.0
1714835126619269254,0.0,0.0
1714835126719628537,0.0,0.0
1714835126820028857,0.0,0.0
1714835126920389507,0.0,0.0
1714835127020692949,0.0,0.0
1714835127121033890,0.0,0.0
1714835127221423922,18.2,0.0
1714835127321771512,0.0,0.0
1714835127422088275,0.0,0.0
1714835127522450005,0.0,0.0
1714835127622768336,0.0,0.0
1714835127723115757,0.0,0.0
1714835127823503619,0.0,0.0
1714835127923808860,0.0,0.0
1714835128024134041,0.0,0.0
1714835128124487173,0.0,0.0
1714835128224832925,0.0,0.0
1714835128325160656,0.0,0.0
1714835128425462846,9.1,0.0
1714835128525797049,0.0,0.0
1714835128626178968,0.0,0.0
1714835128726549570,0.0,0.0
1714835128826876781,0.0,0.0
1714835128927230743,0.0,0.0
1714835129027559565,0.0,0.0
1714835129127914626,10.0,0.0
1714835129228246317,0.0,0.0
1714835129328530318,0.0,0.0
1714835129428793230,0.0,0.0
1714835129529044802,0.0,0.0
1714835129629401753,0.0,9.1
1714835129729761755,0.0,0.0
1714835129830212896,10.0,0.0
1714835129930629537,0.0,0.0
1714835130030986129,0.0,0.0
1714835130131327560,0.0,0.0
1714835130231667892,0.0,0.0
1714835130331990553,0.0,0.0
1714835130432368655,0.0,10.0
1714835130532697316,0.0,0.0
1714835130633062297,0.0,0.0
1714835130733375939,0.0,0.0
1714835130833712640,0.0,0.0
1714835130934145992,0.0,0.0
1714835131034590833,0.0,0.0
1714835131134894965,0.0,10.0
1714835131235235416,0.0,0.0
1714835131335573788,0.0,0.0
1714835131435910619,0.0,10.0
1714835131536192381,9.1,0.0
1714835131636506812,0.0,0.0
1714835131736845583,0.0,0.0
1714835131837177034,0.0,0.0
1714835131937487787,0.0,0.0
1714835132037831908,0.0,0.0
1714835132138250279,0.0,0.0
1714835132238588341,0.0,0.0
1714835132338949702,0.0,0.0
1714835132439290973,10.0,0.0
1714835132539621565,0.0,0.0
1714835132639962277,0.0,10.0
1714835132740265628,0.0,9.1
1714835132840595139,0.0,0.0
1714835132940897551,0.0,0.0
1714835133041212742,0.0,0.0
1714835133141496333,10.0,10.0
1714835133241826405,11.1,0.0
1714835133342220187,0.0,0.0
1714835133442591948,10.0,0.0
1714835133542924920,0.0,0.0
1714835133643187101,9.1,0.0
1714835133743558062,0.0,0.0
1714835133843918744,0.0,0.0
1714835133944266056,0.0,0.0
1714835134044610986,0.0,0.0
1714835134144952427,0.0,0.0
1714835134245334289,0.0,0.0
1714835134345680940,0.0,0.0
1714835134446010782,0.0,0.0
1714835134546346593,0.0,0.0
1714835134646696515,0.0,0.0
1714835134747043197,0.0,0.0
1714835134847399718,0.0,0.0
1714835134947741101,0.0,0.0
1714835135048079513,0.0,0.0
1714835135148443334,0.0,0.0
1714835135248779936,0.0,0.0
1714835135349102657,0.0,0.0
1714835135449457678,9.1,0.0
1714835135549779289,0.0,0.0
1714835135650242341,0.0,0.0
1714835135750618512,0.0,0.0
1714835135850965704,11.1,0.0
1714835135951297355,0.0,0.0
1714835136051625707,0.0,0.0
1714835136151947898,0.0,9.1
1714835136252297090,0.0,0.0
1714835136352625861,0.0,0.0
1714835136452969722,10.0,0.0
1714835136553432734,0.0,0.0
1714835136653758425,0.0,10.0
1714835136754176937,0.0,0.0
1714835136854531788,0.0,0.0
1714835136954849590,0.0,0.0
1714835137055184081,0.0,0.0
1714835137155514853,0.0,0.0
1714835137255927814,0.0,0.0
1714835137356271986,0.0,0.0
1714835137456604087,0.0,0.0
1714835137556946698,0.0,0.0
1714835137657336570,0.0,0.0
1714835137757664301,0.0,0.0
1714835137858036273,0.0,0.0
1714835137958425364,0.0,0.0
1714835138058760805,0.0,0.0
1714835138159094127,11.1,0.0
1714835138259431119,0.0,0.0
1714835138359768450,0.0,0.0
1714835138460118521,0.0,0.0
1714835138560452893,0.0,0.0
1714835138660783984,0.0,0.0
1714835138761098075,0.0,10.0
1714835138861498428,0.0,0.0
1714835138961843349,0.0,0.0
1714835139062267190,0.0,0.0
1714835139162682881,11.1,9.1
1714835139263038743,0.0,0.0
1714835139363400094,0.0,0.0
1714835139463745296,0.0,0.0
1714835139564119447,0.0,9.1
1714835139664435509,0.0,0.0
1714835139764772960,0.0,9.1
1714835139865103282,0.0,0.0
1714835139965477383,0.0,10.0
1714835140065817234,0.0,0.0
1714835140166243706,0.0,0.0
1714835140266673857,0.0,0.0
1714835140367014499,10.0,0.0
1714835140467321130,0.0,0.0
1714835140567653493,0.0,0.0
1714835140668011218,0.0,0.0
1714835140768364758,0.0,0.0
1714835140868689458,0.0,0.0
1714835140968951158,0.0,0.0
1714835141069341518,0.0,0.0
1714835141169616400,0.0,0.0
1714835141269966802,0.0,0.0
1714835141370331034,0.0,0.0
1714835141470670666,0.0,0.0
1714835141571050247,0.0,0.0
1714835141671437718,0.0,0.0
1714835141771755798,0.0,0.0
1714835141872073101,0.0,0.0
1714835141972384874,0.0,0.0
1714835142072716956,0.0,0.0
1714835142173107027,0.0,0.0
1714835142273478958,0.0,9.1
1714835142373923830,0.0,0.0
1714835142474357051,0.0,0.0
1714835142574769323,0.0,0.0
1714835142675171904,0.0,0.0
1714835142775511066,11.1,0.0
1714835142875862177,0.0,0.0
1714835142976204659,0.0,0.0
1714835143076505800,0.0,0.0
1714835143176878932,11.1,0.0
1714835143277306263,0.0,0.0
1714835143377673174,0.0,0.0
1714835143478107666,0.0,0.0
1714835143578524787,12.5,0.0
1714835143678951999,0.0,0.0
1714835143779311470,0.0,0.0
1714835143879678642,11.1,0.0
1714835143980028943,0.0,0.0
1714835144080388104,0.0,0.0
1714835144180741906,0.0,0.0
1714835144281122008,11.1,10.0
1714835144381485999,0.0,9.1
1714835144481834671,0.0,0.0
1714835144582329572,0.0,9.1
1714835144682672643,0.0,0.0
1714835144783054775,0.0,0.0
1714835144883426286,0.0,0.0
1714835144983772778,0.0,0.0
1714835145084124499,0.0,0.0
1714835145184476411,0.0,0.0
1714835145284811462,0.0,0.0
1714835145385169843,0.0,0.0
1714835145485460685,0.0,10.0
1714835145585814326,0.0,0.0
1714835145686187917,0.0,0.0
1714835145786667089,0.0,0.0
1714835145887033891,11.1,0.0
1714835145987388792,0.0,0.0
1714835146087741423,0.0,0.0
1714835146188114485,0.0,0.0
1714835146288473176,0.0,9.1
1714835146388881618,11.1,0.0
1714835146489225980,0.0,0.0
1714835146589504061,0.0,0.0
1714835146689882122,0.0,0.0
1714835146790203804,0.0,0.0
1714835146890623755,0.0,0.0
1714835146990968726,11.1,0.0
1714835147091382748,0.0,0.0
1714835147191794930,0.0,0.0
1714835147292116991,12.5,10.0
1714835147392470872,0.0,0.0
1714835147492829904,0.0,0.0
1714835147593197953,0.0,0.0
1714835147693572197,0.0,0.0
1714835147793933412,0.0,0.0
1714835147894323071,0.0,0.0
1714835147995078262,0.0,0.0
1714835148095309623,9.1,0.0
1714835148195632144,0.0,0.0
1714835148295929186,0.0,0.0
1714835148396242389,0.0,0.0
1714835148496592218,0.0,0.0
1714835148596936029,0.0,0.0
1714835148697320540,0.0,0.0
1714835148797668475,0.0,0.0
1714835148897984203,0.0,0.0
1714835148998309184,0.0,0.0
1714835149098629646,0.0,0.0
1714835149198997408,11.1,0.0
1714835149299341779,0.0,0.0
1714835149399658511,0.0,0.0
1714835149499985972,0.0,0.0
1714835149600325254,0.0,0.0
1714835149700672255,0.0,0.0
1714835149801005627,0.0,0.0
1714835149901355798,0.0,10.0
1714835150001682259,0.0,0.0
1714835150102123561,0.0,0.0
1714835150202528152,0.0,0.0
1714835150302950464,0.0,0.0
1714835150403297245,0.0,0.0
1714835150503631487,0.0,0.0
1714835150603967578,0.0,0.0
1714835150704301209,12.5,0.0
1714835150804646401,0.0,0.0
1714835150904999312,0.0,0.0
1714835151005358534,0.0,0.0
1714835151105690385,22.2,0.0
1714835151206149477,0.0,0.0
1714835151306512348,0.0,0.0
1714835151406833810,0.0,0.0
1714835151507229231,0.0,0.0
1714835151607586093,0.0,0.0
1714835151707922454,0.0,0.0
1714835151808255126,0.0,0.0
1714835151908580127,11.1,0.0
1714835152008948148,0.0,0.0
1714835152109323390,0.0,10.0
1714835152209646591,0.0,0.0
1714835152310160323,0.0,0.0
1714835152410587254,0.0,0.0
1714835152510943306,0.0,0.0
1714835152611267197,0.0,0.0
1714835152711594098,0.0,0.0
1714835152811933190,0.0,0.0
1714835152912265852,0.0,0.0
1714835153012601193,0.0,9.1
1714835153112952754,0.0,0.0
1714835153213325376,0.0,0.0
1714835153313679567,0.0,10.0
1714835153414133359,0.0,0.0
1714835153514476770,0.0,0.0
1714835153614977072,0.0,0.0
1714835153715326403,12.5,10.0
1714835153815704274,0.0,0.0
1714835153916041396,12.5,0.0
1714835154016384357,0.0,0.0
1714835154116729499,0.0,0.0
1714835154217084800,10.0,0.0
1714835154317463311,0.0,0.0
1714835154417836892,0.0,0.0
1714835154518192625,0.0,0.0
1714835154618531305,0.0,0.0
1714835154718895977,0.0,0.0
1714835154819243038,0.0,0.0
1714835154919589731,0.0,9.1
1714835155019916302,0.0,0.0
1714835155120269275,0.0,0.0
1714835155220584334,0.0,0.0
1714835155320917486,0.0,0.0
1714835155421227449,0.0,0.0
1714835155521575771,0.0,0.0
1714835155621913251,0.0,0.0
1714835155722273993,0.0,0.0
1714835155822634344,0.0,0.0
1714835155922978566,0.0,0.0
1714835156023324778,0.0,0.0
1714835156123714340,0.0,0.0
1714835156224088941,0.0,0.0
1714835156324387512,0.0,0.0
1714835156424713924,0.0,0.0
1714835156525044066,0.0,0.0
1714835156625398267,12.5,9.1
1714835156725738569,0.0,0.0
1714835156826245130,0.0,0.0
1714835156926659091,0.0,0.0
1714835157027069133,0.0,0.0
1714835157127417294,12.5,0.0
1714835157227753286,12.5,0.0
1714835157328094217,0.0,10.0
1714835157428441019,0.0,0.0
1714835157528759930,0.0,0.0
1714835157629063671,0.0,0.0
1714835157729424353,0.0,10.0
1714835157829750664,0.0,0.0
1714835157930230676,0.0,0.0
1714835158030695187,0.0,0.0
1714835158131077659,0.0,0.0
1714835158231401840,0.0,0.0
1714835158331713681,0.0,0.0
1714835158432029223,0.0,0.0
1714835158532346964,0.0,0.0
1714835158632684826,12.5,0.0
1714835158733021117,14.3,10.0
1714835158833401979,0.0,0.0
1714835158933763180,0.0,0.0
1714835159034231362,0.0,0.0
1714835159134657323,12.5,9.1
1714835159235009145,0.0,0.0
1714835159335390066,0.0,0.0
1714835159435811117,0.0,0.0
1714835159536165389,0.0,0.0
1714835159636477411,0.0,0.0
1714835159736817042,0.0,0.0
1714835159837140493,0.0,0.0
1714835159937474415,0.0,0.0
1714835160037799456,0.0,0.0
1714835160138236038,0.0,0.0
1714835160238657509,0.0,0.0
1714835160339077750,12.5,0.0
1714835160439546322,14.3,0.0
1714835160539794573,12.5,0.0
1714835160640032835,0.0,0.0
1714835160740265696,0.0,0.0
1714835160840506457,0.0,10.0
1714835160940793899,0.0,0.0
1714835161041080150,0.0,10.0
1714835161141515441,0.0,0.0
1714835161241881484,0.0,0.0
1714835161342244655,0.0,0.0
1714835161442631285,0.0,0.0
1714835161543044149,0.0,0.0
1714835161643485428,9.1,0.0
1714835161743832729,0.0,0.0
1714835161844228441,0.0,0.0
1714835161944620035,0.0,0.0
1714835162045008766,0.0,0.0
1714835162145426228,0.0,0.0
1714835162245796948,0.0,0.0
1714835162346153831,0.0,0.0
1714835162446540972,0.0,0.0
1714835162546913016,0.0,0.0
1714835162647265336,0.0,10.0
1714835162747628277,9.1,0.0
1714835162847964899,0.0,0.0
1714835162948307210,12.5,0.0
1714835163048665191,0.0,0.0
1714835163149002453,0.0,0.0
1714835163249395024,0.0,0.0
1714835163349731695,0.0,0.0
1714835163450200007,0.0,0.0
1714835163550612039,14.3,0.0
1714835163651106190,0.0,10.0
1714835163751492461,0.0,0.0
1714835163851800733,0.0,0.0
1714835163952131674,0.0,0.0
1714835164052478796,0.0,0.0
1714835164152760038,0.0,0.0
1714835164253145729,0.0,0.0
1714835164353450670,14.3,0.0
1714835164453715982,0.0,0.0
1714835164554071103,0.0,10.0
1714835164654506214,14.3,0.0
1714835164754959316,0.0,0.0
1714835164855316337,0.0,0.0
1714835164955748289,0.0,0.0
1714835165056101820,0.0,0.0
1714835165156482282,14.3,0.0
1714835165256829922,0.0,0.0
1714835165357177152,0.0,0.0
1714835165457545573,0.0,10.0
1714835165557880853,0.0,0.0
1714835165658379683,14.3,0.0
1714835165758827674,0.0,0.0
1714835165859248054,0.0,0.0
1714835165959696594,0.0,0.0
1714835166060118975,0.0,0.0
1714835166160441575,0.0,0.0
1714835166260777515,0.0,0.0
1714835166361106755,0.0,0.0
1714835166461448686,0.0,10.0
1714835166561779326,0.0,0.0
1714835166662230626,0.0,0.0
1714835166762684877,0.0,0.0
1714835166863105358,0.0,0.0
1714835166963494888,14.3,0.0
1714835167063913458,0.0,0.0
1714835167164302088,0.0,0.0
1714835167264677859,14.3,0.0
1714835167364998029,0.0,11.1
1714835167465245749,0.0,0.0
1714835167565606029,0.0,0.0
1714835167666036260,0.0,0.0
1714835167766484010,14.3,9.1
1714835167866838551,0.0,0.0
1714835167967178921,0.0,0.0
1714835168067561221,0.0,0.0
1714835168167919883,0.0,0.0
1714835168268276053,0.0,0.0
1714835168368634113,0.0,0.0
1714835168468998714,0.0,0.0
1714835168569408313,0.0,0.0
1714835168669760224,0.0,0.0
1714835168770112274,0.0,0.0
1714835168870471463,0.0,0.0
1714835168970832705,0.0,0.0
1714835169071181504,0.0,0.0
1714835169171556145,0.0,0.0
1714835169271906845,0.0,0.0
1714835169372263815,0.0,0.0
1714835169472616684,0.0,0.0
1714835169572957193,0.0,0.0
1714835169673317993,0.0,0.0
1714835169773668294,14.3,0.0
1714835169874120534,0.0,0.0
1714835169974558224,16.7,0.0
1714835170075038265,0.0,0.0
1714835170175534835,0.0,0.0
1714835170275844395,0.0,0.0
1714835170376207916,14.3,0.0
1714835170476559966,0.0,0.0
1714835170576911397,0.0,0.0
1714835170677241697,0.0,0.0
1714835170777508837,0.0,10.0
1714835170877842127,0.0,0.0
1714835170978361328,0.0,0.0
1714835171078799548,14.3,0.0
1714835171179290318,0.0,0.0
1714835171279702549,0.0,0.0
1714835171380095239,0.0,0.0
1714835171480457710,0.0,0.0
1714835171580786890,0.0,0.0
1714835171681170780,0.0,0.0
1714835171781481840,14.3,10.0
1714835171881808811,0.0,0.0
1714835171982312581,0.0,0.0
1714835172082805221,14.3,0.0
1714835172183275492,0.0,0.0
1714835172283702792,0.0,0.0
1714835172384082533,0.0,0.0
1714835172484425053,0.0,0.0
1714835172584756133,0.0,0.0
1714835172685097794,0.0,0.0
1714835172785459134,0.0,0.0
1714835172885783694,0.0,0.0
1714835172986293135,0.0,0.0
1714835173086719675,0.0,0.0
1714835173187217025,16.7,0.0
1714835173287530276,0.0,0.0
1714835173387905996,0.0,0.0
1714835173488201506,16.7,0.0
1714835173588600257,0.0,0.0
1714835173688925967,16.7,0.0
1714835173789327137,0.0,9.1
1714835173889691027,0.0,0.0
1714835173990253488,0.0,0.0
1714835174090701398,0.0,0.0
1714835174191138939,0.0,0.0
1714835174291581929,0.0,0.0
1714835174391992519,0.0,0.0
1714835174492378240,0.0,0.0
1714835174592726970,0.0,0.0
1714835174693062930,0.0,0.0
1714835174793476101,9.1,0.0
1714835174893874531,0.0,0.0
1714835174994283042,0.0,0.0
1714835175094689541,0.0,9.1
1714835175195087081,0.0,0.0
1714835175295467742,0.0,0.0
1714835175395891542,0.0,0.0
1714835175496296810,0.0,0.0
1714835175596678022,0.0,0.0
1714835175697097342,0.0,0.0
1714835175797533773,0.0,0.0
1714835175897939802,0.0,0.0
1714835175998352222,0.0,0.0
1714835176098761443,0.0,9.1
1714835176199169743,0.0,0.0
1714835176299572533,0.0,0.0
1714835176399955264,9.1,0.0
1714835176500477914,0.0,0.0
1714835176600813264,0.0,0.0
1714835176701187534,16.7,10.0
1714835176801532515,16.7,0.0
1714835176902055035,0.0,0.0
1714835177002521896,16.7,0.0
1714835177103013146,0.0,0.0
1714835177203447586,16.7,0.0
1714835177303840296,20.0,10.0
1714835177404295827,0.0,11.1
1714835177504660977,0.0,0.0
1714835177605055567,16.7,0.0
1714835177705471698,0.0,10.0
1714835177805867348,0.0,0.0
1714835177906326649,28.6,0.0
1714835178006832579,0.0,0.0
1714835178107293469,0.0,0.0
1714835178207685520,0.0,10.0
1714835178308079590,16.7,0.0
1714835178408481970,0.0,0.0
1714835178508851041,16.7,0.0
1714835178609245911,0.0,0.0
1714835178709662371,16.7,18.2
1714835178810205182,0.0,0.0
1714835178910603662,0.0,0.0
1714835179011087522,16.7,0.0
1714835179111539923,0.0,10.0
1714835179211921203,16.7,0.0
1714835179312312843,0.0,0.0
1714835179412692074,0.0,10.0
1714835179513084064,0.0,0.0
1714835179613529414,0.0,10.0
1714835179714053115,0.0,0.0
1714835179814485815,0.0,0.0
1714835179914892616,0.0,0.0
1714835180015338296,0.0,0.0
1714835180115762036,0.0,0.0
1714835180216159497,0.0,0.0
1714835180316554087,20.0,0.0
1714835180416941057,16.7,0.0
1714835180517337767,0.0,0.0
1714835180617723658,0.0,0.0
1714835180718233868,0.0,0.0
1714835180818698098,0.0,0.0
1714835180919141839,0.0,0.0
1714835181019569939,0.0,0.0
1714835181119985200,0.0,0.0
1714835181220430900,16.7,11.1
1714835181320839070,20.0,0.0
1714835181421219451,0.0,10.0
1714835181521591551,0.0,0.0
1714835181622005131,0.0,0.0
1714835181722402753,0.0,0.0
1714835181822793632,0.0,0.0
1714835181923206153,0.0,0.0
1714835182023564774,0.0,0.0
1714835182123981126,0.0,0.0
1714835182224402036,0.0,0.0
1714835182324793337,0.0,0.0
1714835182425190129,0.0,0.0
1714835182525525328,0.0,0.0
1714835182625827748,0.0,9.1
1714835182726117148,0.0,0.0
1714835182826435949,0.0,0.0
1714835182926715960,0.0,0.0
1714835183027020041,0.0,0.0
1714835183127323643,0.0,0.0
1714835183227626243,0.0,0.0
1714835183328006253,10.0,0.0
1714835183428433673,16.7,10.0
1714835183528854914,0.0,0.0
1714835183629290054,0.0,0.0
1714835183729699554,16.7,0.0
1714835183830218584,0.0,0.0
1714835183930690335,20.0,0.0
1714835184031208015,20.0,0.0
1714835184131604325,20.0,0.0
1714835184231995196,20.0,10.0
1714835184332383246,0.0,10.0
1714835184433002777,20.0,0.0
1714835184533404237,20.0,0.0
1714835184633788997,33.3,10.0
1714835184734310007,0.0,0.0
1714835184834743348,0.0,0.0
1714835184935168198,20.0,0.0
1714835185035634998,0.0,0.0
1714835185136017949,20.0,0.0
1714835185236433749,20.0,10.0
1714835185336817689,0.0,0.0
1714835185437199660,0.0,0.0
1714835185537521590,0.0,10.0
1714835185637980101,0.0,0.0
1714835185738407191,20.0,0.0
1714835185838879471,0.0,0.0
1714835185939375802,0.0,0.0
1714835186039797552,33.3,0.0
1714835186140212482,33.3,0.0
1714835186240613232,0.0,10.0
1714835186341000673,0.0,10.0
1714835186441403393,0.0,10.0
1714835186541761894,20.0,0.0
1714835186642231404,20.0,0.0
1714835186742677954,20.0,0.0
1714835186843127805,33.3,10.0
1714835186943560515,0.0,0.0
1714835187044099345,0.0,10.0
1714835187144498935,16.7,0.0
